"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Negative Regulation Of Immune Response (GO:0050777)","4/66",6.29379821880724e-05,0.0331053786309261,0,0,21.018508725542,203.319616827591,"FGR;FER;IRAK3;MAPK14"
"Regulation Of T-helper 1 Cell Differentiation (GO:0045625)","2/6",0.000154696044275556,0.0406850596444712,0,0,158.18253968254,1387.90125462317,"MYDGF;JAK3"
"Cellular Response To UV-B (GO:0071493)","2/11",0.000561300911428287,0.0569184459587711,0,0,70.2857142857143,526.106382688617,"MAPK14;CRIP1"
"Regulation Of Interleukin-12 Production (GO:0032655)","3/50",0.00057578605305106,0.0569184459587711,0,0,20.4749485243651,152.738496883158,"IRAK3;MAPK14;JAK3"
"Peptidyl-Tyrosine Modification (GO:0018212)","3/54",0.000721948770806891,0.0569184459587711,0,0,18.865275142315,136.463031293515,"FGR;FER;JAK3"
"Negative Regulation Of Interleukin-12 Production (GO:0032695)","2/13",0.000792695643797859,0.0569184459587711,0,0,57.5007215007215,410.559246344763,"IRAK3;JAK3"
"Regulation Of Mast Cell Degranulation (GO:0043304)","2/14",0.000922875042232175,0.0569184459587711,0,0,52.7063492063492,368.312849231288,"FGR;FER"
"Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)","2/16",0.00121188816370813,0.0569184459587711,0,0,45.172335600907,303.358237907718,"FGR;MAPK14"
"Response To UV-B (GO:0010224)","2/16",0.00121188816370813,0.0569184459587711,0,0,45.172335600907,303.358237907718,"MAPK14;CRIP1"
"Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719)","2/16",0.00121188816370813,0.0569184459587711,0,0,45.172335600907,303.358237907718,"IRAK3;JAK3"
"Peptidyl-Tyrosine Phosphorylation (GO:0018108)","3/67",0.00135304516983623,0.0569184459587711,0,0,15.0234375,99.235777185994,"FGR;FER;JAK3"
"Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861)","2/17",0.0013705988588533,0.0569184459587711,0,0,42.1587301587302,277.931745242601,"FGR;MAPK14"
"Response To Molecule Of Bacterial Origin (GO:0002237)","3/69",0.00147301315818276,0.0569184459587711,0,0,14.566715542522,94.9814705646736,"FER;SLPI;IRAK3"
