"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Cytoplasmic Translation (GO:0002181)","26/93",8.66019390536271e-37,7.31786385003149e-34,0,0,80.0817786069652,6649.74354913798,"RPL30;RPL32;RPL34;RPL11;RPL7;RPS15A;RPL36AL;RACK1;RPL38;RPS11;RPS27A;RPL39;RPL19;RPL41;RPL35A;RPS3A;RPL23A;RPS25;RPS27;RPS29;EIF3I;RPL37A;RPL24;RPL26;RPS24;RPS23"
"Peptide Biosynthetic Process (GO:0043043)","24/158",5.02287250258788e-27,2.12216363234338e-24,0,0,36.084069448675,2185.09953139236,"RPL30;RPL41;RPL32;RPL34;RPL11;RPL35A;RPS3A;RPL23A;RPL7;RPS25;RPS27;RPS15A;RPL36AL;RPS29;RPL37A;RPL24;RPL38;RPL26;RPS11;RPS27A;RPL39;RPS24;RPS23;RPL19"
"Macromolecule Biosynthetic Process (GO:0009059)","24/183",1.97184981407367e-25,5.55404364297416e-23,0,0,30.3719676549865,1727.72928070144,"RPL30;RPL41;RPL32;RPL34;RPL11;RPL35A;RPS3A;RPL23A;RPL7;RPS25;RPS27;RPS15A;RPL36AL;RPS29;RPL37A;RPL24;RPL38;RPL26;RPS11;RPS27A;RPL39;RPS24;RPS23;RPL19"
"Translation (GO:0006412)","25/234",3.36789941830648e-24,7.11468752117244e-22,0,0,24.2551669708479,1310.93727341042,"RPL30;RPL32;RPL34;RPL11;RPL7;RPS15A;RPL36AL;RACK1;RPL38;RPS11;RPS27A;RPL39;RPL19;RPL41;RPL35A;RPS3A;RPL23A;RPS25;RPS27;RPS29;RPL37A;RPL24;RPL26;RPS24;RPS23"
"Gene Expression (GO:0010467)","25/296",1.19282894896621e-21,2.0158809237529e-19,0,0,18.6470498725606,898.376807940898,"RPL30;RPL32;RPL34;EIF4A3;RPL11;RPL7;RPS15A;RPL36AL;RPL38;RPS11;RPS27A;RPL39;RPL19;RPL41;RPL35A;RPS3A;RPL23A;RPS25;RPS27;RPS29;RPL37A;RPL24;RPL26;RPS24;RPS23"
"Ribonucleoprotein Complex Biogenesis (GO:0022613)","12/118",7.56751093785757e-12,1.06575779041494e-09,0,0,20.3485420240137,521.068308471039,"RPS25;RPS27;RPS15A;RPL11;RPL35A;RPL38;RPS3A;RPL26;RPS11;RPS24;RPL7;RPS23"
"Ribosome Biogenesis (GO:0042254)","11/155",2.841248993611e-09,3.42979342800185e-07,0,0,13.5807057057057,267.255007647844,"RPS25;RPS27;RPS15A;RPL11;RPL35A;RPS3A;RPL26;RPS11;RPS24;RPL7;RPS23"
"Ribosomal Small Subunit Biogenesis (GO:0042274)","7/84",8.11246399487445e-07,8.56879009458613e-05,0,0,15.6529644268775,219.528036392012,"RPS25;RPS15A;RPS27;RPS3A;RPS11;RPS24;RPS23"
"rRNA Metabolic Process (GO:0016072)","7/91",1.3995557469875e-06,0.000131402734022716,0,0,14.3434782608696,193.340845385794,"RPS25;RPS27;RPL11;RPL35A;RPL26;RPS24;RPL7"
"ncRNA Processing (GO:0034470)","7/100",2.64547220719919e-06,0.000217259072866005,0,0,12.9495091164095,166.306155443956,"RPS25;RPS27;RPL11;RPL35A;RPL26;RPS24;RPL7"
"rRNA Processing (GO:0006364)","7/101",2.82822461719059e-06,0.000217259072866005,0,0,12.8111008325624,163.672848450679,"RPS25;RPS27;RPL11;RPL35A;RPL26;RPS24;RPL7"
"Ribosomal Large Subunit Biogenesis (GO:0042273)","5/54",1.93667608246021e-05,0.00136374274139906,0,0,17.2937380080237,187.670820313742,"RPL11;RPL35A;RPL23A;RPL26;RPL7"
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)","3/16",0.000117019183354814,0.0076062469180629,0,0,38.5229476405947,348.754896990714,"COX8A;COX7B;COX7A2"
"protein-RNA Complex Assembly (GO:0022618)","6/150",0.000318434963048682,0.0192198245554383,0,0,7.08836206896552,57.0761456454258,"RPS27;EIF3L;EIF3I;RPL11;RPL38;RPL23A"
"Positive Regulation Of Defense Response To Virus By Host (GO:0002230)","3/28",0.000648962902491093,0.0365582435069982,0,0,20.0198319327731,146.948269142436,"STAT1;PARP9;TRIM22"
"Regulation Of Defense Response To Virus By Host (GO:0050691)","3/37",0.00147893602836384,0.0781063089979651,0,0,14.7137913989125,95.8814262555597,"STAT1;PARP9;TRIM22"
"Energy Derivation By Oxidation Of Organic Compounds (GO:0015980)","3/43",0.00228737255471495,0.113695871102008,0,0,12.5029411764706,76.0222768386006,"COX8A;COX7B;COX7A2"
"Formation Of Cytoplasmic Translation Initiation Complex (GO:0001732)","2/14",0.0032011408361539,0.141304494170179,0,0,27.5916666666667,158.493376657498,"EIF3L;EIF3I"
"Proton Transmembrane Transport (GO:1902600)","3/49",0.00332542812491321,0.141304494170179,0,0,10.8688344903179,62.0192744196441,"ATP6V1A;ATP6V0E1;ATP6V1E1"
"Ribosome Assembly (GO:0042255)","3/50",0.00352209511044722,0.141304494170179,0,0,10.6370463078849,60.0854756568961,"RPS27;RPL11;RPL23A"
"Regulation Of Autophagy (GO:0010506)","6/241",0.00363909163888538,0.141304494170179,0,0,4.32347762289068,24.2807418937704,"ATP6V1A;ATP6V0E1;TRIM38;ATP6V1E1;TRIM22;CDK16"
"Negative Regulation Of Phagocytosis (GO:0050765)","2/15",0.00367893357602834,0.141304494170179,0,0,25.4679487179487,142.751223448847,"RACK1;CD300LF"
"Peptide Catabolic Process (GO:0043171)","2/21",0.00718429684036066,0.251054752978582,0,0,17.4201754385965,85.9835058403648,"CPQ;DPEP2"
"Modulation By Symbiont Of Entry Into Host (GO:0052372)","2/21",0.00718429684036066,0.251054752978582,0,0,17.4201754385965,85.9835058403648,"TRIM38;TRIM22"
"Ribosomal Large Subunit Assembly (GO:0000027)","2/22",0.00787139734501737,0.251054752978582,0,0,16.5483333333333,80.1687264870605,"RPL11;RPL23A"
