"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Glycogen Biosynthetic Process (GO:0045725)","2/13",0.000432570622868295,0.0789828730053171,0,0,78.8181818181818,610.50711054833,"INSR;AKT2"
"Positive Regulation Of Glycogen Metabolic Process (GO:0070875)","2/14",0.000503893697777016,0.0789828730053171,0,0,72.2463768115942,548.57723141742,"INSR;AKT2"
"Positive Chemotaxis (GO:0050918)","2/17",0.000749621743911479,0.0789828730053171,0,0,57.7884057971014,415.842005992746,"TSC2;CORO1A"
"Actin Filament Capping (GO:0051693)","2/18",0.000842034893446877,0.0789828730053171,0,0,54.1739130434783,383.534461864202,"FLII;TWF2"
"Barbed-End Actin Filament Capping (GO:0051016)","2/18",0.000842034893446877,0.0789828730053171,0,0,54.1739130434783,383.534461864202,"FLII;TWF2"
"Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)","3/88",0.0012338156485573,0.0942022927145473,0,0,15.5819607843137,104.36242238522,"TWF2;ARAP1;KCTD17"
"Positive Regulation Of Glucose Import (GO:0046326)","2/25",0.00163346569393314,0.0942022927145473,0,0,37.6729678638941,241.749368487642,"AKT2;INSR"
"Regulation Of Glycogen Biosynthetic Process (GO:0005979)","2/25",0.00163346569393314,0.0942022927145473,0,0,37.6729678638941,241.749368487642,"AKT2;INSR"
"Protein Depolymerization (GO:0051261)","2/28",0.00204875070713386,0.0942022927145473,0,0,33.3210702341137,206.274921068438,"NCKAP5L;TWF2"
"Negative Regulation Of Cytoskeleton Organization (GO:0051494)","2/28",0.00204875070713386,0.0942022927145473,0,0,33.3210702341137,206.274921068438,"TWF2;CORO1A"
"Positive Regulation Of Glucose Transmembrane Transport (GO:0010828)","2/31",0.00250876328340038,0.0942022927145473,0,0,29.8695652173913,178.857921930788,"AKT2;INSR"
"Response To Endoplasmic Reticulum Stress (GO:0034976)","3/114",0.00258833465362594,0.0942022927145473,0,0,11.9165165165165,70.9835977558966,"ATF6B;USP19;UBXN6"
"Positive Regulation Of Small Molecule Metabolic Process (GO:0062013)","2/33",0.00283997218471025,0.0942022927145473,0,0,27.9396914446003,163.837261569151,"AKT2;INSR"
"Positive Regulation Of Cell Cycle Process (GO:0090068)","3/118",0.00285388170080149,0.0942022927145473,0,0,11.4997101449275,67.3776666449963,"NUMA1;INSR;USP19"
"Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)","2/34",0.00301286650472966,0.0942022927145473,0,0,27.0652173913043,157.109887851616,"AKT2;INSR"
"Regulation Of Glucose Import (GO:0046324)","2/36",0.00337311854206182,0.0988745372641871,0,0,25.4705882352941,144.976488926997,"AKT2;INSR"
"Regulation Of Neurotransmitter Secretion (GO:0046928)","2/38",0.00375250091370647,0.103524878148725,0,0,24.0531400966184,134.344791145167,"VPS18;MCTP1"
"Cellular Response To Retinoic Acid (GO:0071300)","2/41",0.00435704185537844,0.112171858928674,0,0,22.1995540691193,120.675930681159,"NDUFA13;TWF2"
