"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Defense Response (GO:0031349)","9/124",8.43783286393219e-08,9.96508061230391e-05,0,0,13.3313343328336,217.140176875896,"PLSCR1;IL18;TLR8;FPR2;S100A9;TLR4;S100A8;IL17RA;TLR2"
"Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)","11/246",4.21101589384322e-07,0.000167700932726502,0,0,8.0642030608436,118.385659902664,"FLOT1;IL18;ARID5B;FLOT2;IRAK3;S100A9;TLR4;TRIM22;S100A8;STK3;TLR2"
"Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)","9/152",4.81609253110025e-07,0.000167700932726502,0,0,10.7058114299494,155.728154040982,"FLOT1;IL18;FLOT2;IRAK3;S100A9;TLR4;TRIM22;S100A8;TLR2"
"Positive Regulation Of Response To External Stimulus (GO:0032103)","9/155",5.67996385187138e-07,0.000167700932726502,0,0,10.4842347661786,150.775361009998,"PLSCR1;IL18;TLR8;FPR2;S100A9;TLR4;S100A8;IL17RA;TLR2"
"Toll-Like Receptor Signaling Pathway (GO:0002224)","5/31",1.31247286648953e-06,0.000310006091064827,0,0,31.8092948717949,430.812287006427,"TLR8;IRAK3;TLR5;TLR4;TLR2"
"Response To Cytokine (GO:0034097)","7/125",1.36243260066641e-05,0.00251127078057887,0,0,9.93241884515944,111.279381005857,"PLSCR1;STAT1;SLC11A1;KYNU;TIMP2;IRAK3;JAK3"
"Regulation Of Interleukin-12 Production (GO:0032655)","5/50",1.48847548383168e-05,0.00251127078057887,0,0,18.3611111111111,204.086927096818,"TLR8;IRAK3;JAK3;TLR4;TLR2"
"Inflammatory Response (GO:0006954)","9/236",1.77637785714235e-05,0.00256415763119154,0,0,6.7154792647729,73.4562564753953,"SLC11A1;FPR1;IL18;FPR2;TLR5;S100A9;TLR4;S100A8;TLR2"
"Regulation Of Interferon-Alpha Production (GO:0032647)","4/26",1.95405746661506e-05,0.00256415763119154,0,0,29.831705484598,323.46570468552,"STAT1;TLR8;TLR4;HAVCR2"
"Cellular Response To Cytokine Stimulus (GO:0071345)","10/308",2.41272615932875e-05,0.00284942959416726,0,0,5.71257659760724,60.7370750716718,"CSF3R;STAT1;LRRK2;CSF2RB;IRAK3;MNDA;JAK3;TLR4;IL13RA1;TLR2"
"Defense Response To Bacterium (GO:0042742)","8/204",4.33132491231421e-05,0.00453800355175929,0,0,6.86516657945229,68.9746855121283,"RNF213;SLC11A1;IL18;FPR2;S100A9;TLR4;S100A8;TLR2"
"Positive Regulation Of Inflammatory Response (GO:0050729)","6/104",4.86195850089251e-05,0.00453800355175929,0,0,10.1750986108729,101.053830319221,"IL18;S100A9;TLR4;S100A8;IL17RA;TLR2"
"Positive Regulation Of Type I Interferon Production (GO:0032481)","5/64",4.99526216535739e-05,0.00453800355175929,0,0,13.9943502824859,138.60614069856,"STAT1;FLOT1;TLR8;TLR4;TLR2"
"Superoxide Metabolic Process (GO:0006801)","4/34",5.83182736515898e-05,0.00481335656089804,0,0,21.8677685950413,213.201888930118,"PREX1;NCF2;NCF4;SOD2"
"Negative Regulation Of Interleukin-12 Production (GO:0032695)","3/13",6.51125729143312e-05,0.00481335656089804,0,0,48.8483606557377,470.868540640872,"TLR8;IRAK3;JAK3"
