"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Cellular Senescence (GO:2000774)","2/10",3.42783740696179e-05,0.00887809888403103,0,0,312.09375,3208.63456299034,"B2M;TP53"
"Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)","2/34",0.000421912124260292,0.0386120902468474,0,0,77.9296875,605.569274859967,"NOC2L;TP53"
"Regulation Of Cellular Senescence (GO:2000772)","2/35",0.000447244288573522,0.0386120902468474,0,0,75.5643939393939,582.783255413685,"B2M;TP53"
"mRNA Transcription (GO:0009299)","2/43",0.000675873114782406,0.0436174074805483,0,0,60.7957317073171,443.778759708931,"NCOA1;TP53"
"Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)","2/48",0.000842034893446877,0.0436174074805483,0,0,54.1739130434783,383.534461864202,"NOC2L;TP53"
"Positive Regulation Of Cellular Metabolic Process (GO:0031325)","2/56",0.00114469982372244,0.0442802929394303,0,0,46.1296296296296,312.418121889531,"B2M;TP53"
"Cell Junction Organization (GO:0034330)","2/62",0.00140111907410203,0.0442802929394303,0,0,41.5041666666667,272.702463971993,"MYO9A;RAB8B"
"G1/S Transition Of Mitotic Cell Cycle (GO:0000082)","2/63",0.00144628721680137,0.0442802929394303,0,0,40.8217213114754,266.923256642118,"BACH1;GSPT1"
"Cellular Response To Light Stimulus (GO:0071482)","2/65",0.0015386974380497,0.0442802929394303,0,0,39.5218253968254,255.975711222234,"NOC2L;TP53"
"Cellular Response To UV (GO:0034644)","2/79",0.00226227479622998,0.051601721648377,0,0,32.3133116883117,196.832803535841,"NOC2L;TP53"
"Epigenetic Regulation Of Gene Expression (GO:0040029)","2/83",0.00249339554967035,0.051601721648377,0,0,30.7114197530864,184.087622817145,"NOC2L;TP53"
"Response To UV (GO:0009411)","2/100",0.00359423711737408,0.051601721648377,0,0,25.3622448979592,142.749455625051,"NOC2L;TP53"
"Small GTPase Mediated Signal Transduction (GO:0007264)","2/112",0.00448478018606296,0.051601721648377,0,0,22.5818181818182,122.101376693,"SHOC2;TP53"
"Negative Regulation Of Histone Acetylation (GO:0035067)","1/5",0.00449229270839297,0.051601721648377,0,0,293.794117647059,1588.07239728978,"NOC2L"
