"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of Transcription By RNA Polymerase II (GO:0006357)","36/2028",9.79738688760487e-12,6.24558654011031e-09,0,0,4.82961697536414,122.425503874697,"KMT2D;NFAT5;SRCAP;KMT2A;TRRAP;TCF7;ATN1;GATA3;BICRA;MNT;ZMIZ1;CREB3L2;EP300;PLAGL2;CAMTA2;BCL9L;BRD4;KDM6B;SPEN;MLXIP;CREBBP;FUS;NCOA6;POU2F2;ARID1A;GATAD2B;HCFC1;HIPK2;NCOR2;SKI;BCL9;SP2;NFIC;ATF7;BCORL1;PPARD"
"Positive Regulation Of DNA-templated Transcription (GO:0045893)","28/1243",1.73488515003064e-11,6.24558654011031e-09,0,0,5.74042249657064,142.233288602637,"KMT2D;NFAT5;KMT2A;TRRAP;KMT2B;GATA3;BICRA;ZMIZ1;CREB3L2;EP400;EP300;CAMTA2;BCL9L;BRD4;KDM6B;MLXIP;CREBBP;NCOA6;POU2F2;ARID1A;GATAD2B;HCFC1;HIPK2;SKI;BCL9;NFIC;ATF7;PPARD"
"Histone H3-K4 Methylation (GO:0051568)","7/26",4.74110239478611e-11,9.16246075183935e-09,0,0,76.2861842105263,1813.48786061313,"KMT2D;KMT2A;NCOA6;SETD1B;KMT2B;SETD1A;HCFC1"
"Regulation Of DNA-templated Transcription (GO:0006355)","34/1922",5.09025597324408e-11,9.16246075183935e-09,0,0,4.70021186440678,111.400228570895,"KMT2D;NFAT5;SRCAP;KMT2A;TRRAP;TCF7;KMT2B;BAZ2A;GATA3;BICRA;MNT;POLR2A;ZMIZ1;CREB3L2;EP400;EP300;PLAGL2;CAMTA2;BRD4;SPEN;MLXIP;CREBBP;FUS;NCOA6;POU2F2;ARID1A;GATAD2B;HCFC1;HIPK2;NCOR2;SP2;NFIC;ATF7;PPARD"
"Histone Lysine Methylation (GO:0034968)","7/32",2.36554129456141e-10,3.40637946416842e-08,0,0,57.96,1284.67436154325,"KMT2D;KMT2A;NCOA6;SETD1B;KMT2B;SETD1A;HCFC1"
"Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)","22/938",1.8630077557644e-09,2.23560930691728e-07,0,0,5.62809315866084,113.130714710193,"KDM6B;MLXIP;MDC1;KMT2D;NFAT5;CREBBP;KMT2A;NCOA6;GATA3;POU2F2;HCFC1;HIPK2;SKI;BCL9;ZMIZ1;NFIC;EP300;ATF7;CAMTA2;BCL9L;PPARD;BRD4"
"Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)","17/557",3.58321597528353e-09,3.68559357457735e-07,0,0,7.08589577950043,137.799451522586,"CREBBP;KMT2A;TRRAP;NCOA6;KMT2B;GATA3;ARID1A;GATAD2B;HCFC1;BICRA;HIPK2;ZMIZ1;CREB3L2;EP400;EP300;PPARD;BRD4"
"Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)","11/452",2.14200874610113e-05,0.0018844721200313,0,0,5.27496795819777,56.7121374494976,"KMT2D;CREBBP;SRCAP;POLR2A;TRRAP;ZMIZ1;FUS;TCF7;ATF7;BAZ2A;HCFC1"
"Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)","6/111",2.35559015003912e-05,0.0018844721200313,0,0,11.659499263623,124.245188559472,"SKI;BCL9;CREBBP;EP300;BCL9L;HIPK2"
"Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)","14/763",3.63667335157285e-05,0.00261840481313245,0,0,4.02142182085477,41.1063952329077,"SPEN;CREBBP;ATN1;GATA3;GATAD2B;HCFC1;NCOR2;SKI;MNT;SP2;NFIC;EP300;BCORL1;PPARD"
"Internal Peptidyl-Lysine Acetylation (GO:0018393)","4/39",4.75000050172579e-05,0.00310909123749325,0,0,22.9287157287157,228.250337758898,"CREBBP;TRRAP;EP400;EP300"
"Histone Modification (GO:0016570)","5/81",6.1709696987085e-05,0.0037025818192251,0,0,13.3062567132116,128.978470785532,"CREBBP;TRRAP;EP400;EP300;GATAD2B"
"Regulation Of T Cell Differentiation (GO:0045580)","4/47",9.98031373319191e-05,0.00552755837530629,0,0,18.6553911205074,171.85926368983,"ZMIZ1;TCF7;GATA3;ARID1A"
"Chromatin Remodeling (GO:0006338)","7/228",0.000178836767375168,0.00919731946500866,0,0,6.49189291101056,56.0187846632705,"KDM6B;NFAT5;BAZ2A;ARID1A;GATAD2B;HCFC1;BICRA"
