"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Receptor Binding (GO:1900122)","1/5",0.00199856343165899,0.0430260422302222,0,0,713.857142857143,4436.8553176414,"B2M"
"Retrograde Transport, Vesicle Recycling Within Golgi (GO:0000301)","1/8",0.00319603159192642,0.0430260422302222,0,0,407.857142857143,2343.48407439559,"GOLGA5"
"Negative Regulation Of Receptor Binding (GO:1900121)","1/9",0.00359490866621763,0.0430260422302222,0,0,356.857142857143,2008.47646591344,"B2M"
"Positive Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901838)","1/9",0.00359490866621763,0.0430260422302222,0,0,356.857142857143,2008.47646591344,"PWP1"
"Regulation Of Receptor Binding (GO:1900120)","1/9",0.00359490866621763,0.0430260422302222,0,0,356.857142857143,2008.47646591344,"B2M"
"Positive Regulation Of Cellular Senescence (GO:2000774)","1/10",0.00399364626134036,0.0430260422302222,0,0,317.190476190476,1751.8590547314,"B2M"
"Response To Iron Ion (GO:0010039)","1/12",0.00479070309341298,0.0430260422302222,0,0,259.493506493507,1385.97508325908,"B2M"
"Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901836)","1/13",0.00518902237949986,0.0430260422302222,0,0,237.857142857143,1251.41637042065,"PWP1"
"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)","1/14",0.0055872022837974,0.0430260422302222,0,0,219.549450549451,1138.86372803752,"RPL7"
"Formation Of Cytoplasmic Translation Initiation Complex (GO:0001732)","1/14",0.0055872022837974,0.0430260422302222,0,0,219.549450549451,1138.86372803752,"EIF3L"
"Negative Regulation Of Nervous System Development (GO:0051961)","1/18",0.0071785287204102,0.0430260422302222,0,0,167.857142857143,828.65378226444,"B2M"
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)","1/18",0.0071785287204102,0.0430260422302222,0,0,167.857142857143,828.65378226444,"B2M"
"RNA-templated DNA Biosynthetic Process (GO:0006278)","1/19",0.00757601220630419,0.0430260422302222,0,0,158.52380952381,774.03503382755,"RFC1"
"Telomere Maintenance Via Telomerase (GO:0007004)","1/19",0.00757601220630419,0.0430260422302222,0,0,158.52380952381,774.03503382755,"RFC1"
"Maturation Of LSU-rRNA (GO:0000470)","1/20",0.0079733565142536,0.0430260422302222,0,0,150.172932330827,725.583008139666,"RPL7"
"Negative Regulation Of Cell Development (GO:0010721)","1/22",0.0087676277457428,0.0430260422302222,0,0,135.857142857143,643.513034914984,"B2M"
"Negative Regulation Of Neuron Differentiation (GO:0045665)","1/23",0.00916455474573022,0.0430260422302222,0,0,129.675324675325,608.490047133173,"B2M"
"Amyloid Fibril Formation (GO:1990000)","1/24",0.00956134271782716,0.0430260422302222,0,0,124.031055900621,576.747772435402,"B2M"
"Telomere Maintenance Via Telomere Lengthening (GO:0010833)","1/26",0.0103545017362566,0.0435410350868459,0,0,114.097142857143,521.462040289208,"RFC1"
"Negative Regulation Of Neurogenesis (GO:0050768)","1/27",0.0107508728609496,0.0435410350868459,0,0,109.703296703297,497.259629140004,"B2M"
"Cytoplasmic Translational Initiation (GO:0002183)","1/30",0.0119391531667427,0.04509058050727,0,0,98.3399014778325,435.442406227662,"EIF3L"
"intra-Golgi Vesicle-Mediated Transport (GO:0006891)","1/33",0.0131261847028175,0.04509058050727,0,0,89.1071428571429,386.114278489562,"GOLGA5"
"Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943)","1/34",0.013521584565056,0.04509058050727,0,0,86.4025974025974,371.830814220732,"PWP1"
"Regulation Of Metal Ion Transport (GO:0010959)","1/34",0.013521584565056,0.04509058050727,0,0,86.4025974025974,371.830814220732,"B2M"
"Regulation Of Cellular Senescence (GO:2000772)","1/35",0.0139168458355772,0.04509058050727,0,0,83.8571428571429,358.460375295401,"B2M"
"Retina Homeostasis (GO:0001895)","1/39",0.0154965058075421,0.0459706090310811,0,0,75.015037593985,312.598217188257,"B2M"
"Regulation Of Receptor-Mediated Endocytosis (GO:0048259)","1/39",0.0154965058075421,0.0459706090310811,0,0,75.015037593985,312.598217188257,"B2M"
"Nucleic Acid-Templated Transcription (GO:0097659)","1/40",0.0158910747267935,0.0459706090310811,0,0,73.0879120879121,302.729961229973,"PWP1"
"Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)","1/43",0.0170739515504477,0.0476893129512504,0,0,67.8571428571429,276.192229579909,"B2M"
"Hexose Metabolic Process (GO:0019318)","1/45",0.0178618448998743,0.0482269812296605,0,0,64.7662337662338,260.689816956801,"BRAT1"
"Intracellular Iron Ion Homeostasis (GO:0006879)","1/50",0.0198291614511851,0.0518116799208385,0,0,58.1428571428571,227.954980151296,"B2M"
"Protein Homotetramerization (GO:0051289)","1/53",0.0210078957630912,0.0525285773453588,0,0,54.7802197802198,211.608151232775,"B2M"
"Ribosomal Large Subunit Biogenesis (GO:0042273)","1/54",0.0214005315110721,0.0525285773453588,0,0,53.743935309973,206.609934488403,"RPL7"
"Positive Regulation Of Cellular Metabolic Process (GO:0031325)","1/56",0.0221853897190989,0.0525636999500988,0,0,51.7844155844156,197.211694303379,"B2M"
"Positive Regulation Of Protein Binding (GO:0032092)","1/59",0.0233616444222661,0.0525636999500988,0,0,49.0985221674877,184.446440965821,"B2M"
"Glucose Metabolic Process (GO:0006006)","1/59",0.0233616444222661,0.0525636999500988,0,0,49.0985221674877,184.446440965821,"BRAT1"
"Regulation Of T Cell Activation (GO:0050863)","1/62",0.0245366609727815,0.0530816561342857,0,0,46.6768149882904,173.058348420787,"B2M"
"Regulation Of Neurogenesis (GO:0050767)","1/67",0.0264922734714403,0.0530816561342857,0,0,43.1298701298701,156.600338426129,"B2M"
"DNA-templated DNA Replication (GO:0006261)","1/69",0.027273557473831,0.0530816561342857,0,0,41.8571428571429,150.76263251514,"RFC1"
"Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)","1/70",0.0276639937151224,0.0530816561342857,0,0,41.2484472049689,147.983901716565,"B2M"
"Negative Regulation Of Protein Binding (GO:0032091)","1/71",0.0280542928380034,0.0530816561342857,0,0,40.6571428571429,145.292919316992,"B2M"
"Response To Ionizing Radiation (GO:0010212)","1/72",0.0284444548765882,0.0530816561342857,0,0,40.0824949698189,142.685747565623,"BRAT1"
"Protein Tetramerization (GO:0051262)","1/73",0.0288344798754145,0.0530816561342857,0,0,39.5238095238095,140.158676844349,"B2M"
"DNA Replication (GO:0006260)","1/73",0.0288344798754145,0.0530816561342857,0,0,39.5238095238095,140.158676844349,"RFC1"
"Positive Regulation Of Endocytosis (GO:0045807)","1/79",0.0311717543722391,0.0561091578700304,0,0,36.4725274725275,126.495584553337,"B2M"
"Positive Regulation Of Growth (GO:0045927)","1/81",0.0319497514198961,0.0562593448915562,0,0,35.5571428571429,122.444252807447,"BRAT1"
"Positive Regulation Of Binding (GO:0051099)","1/91",0.0358315430597974,0.0592317344457875,0,0,31.5904761904762,105.162379101859,"B2M"
"rRNA Metabolic Process (GO:0016072)","1/91",0.0358315430597974,0.0592317344457875,0,0,31.5904761904762,105.162379101859,"RPL7"
"Regulation Of Epithelial Cell Proliferation (GO:0050678)","1/91",0.0358315430597974,0.0592317344457875,0,0,31.5904761904762,105.162379101859,"B2M"
"Cytoplasmic Translation (GO:0002181)","1/93",0.0366062649569838,0.0593021492303138,0,0,30.9006211180124,102.204913047752,"RPL7"
"ncRNA Processing (GO:0034470)","1/100",0.0393135041520565,0.0618399308759474,0,0,28.7056277056277,92.8967850071638,"RPL7"
"rRNA Processing (GO:0006364)","1/101",0.0396997087104848,0.0618399308759474,0,0,28.4171428571429,91.6853944819699,"RPL7"
