"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Defense Response To Virus (GO:0051607)","23/189",1.07168637585493e-33,4.42606473228087e-31,0,0,97.8935025817556,7431.69044571289,"IFITM1;RSAD2;STAT1;MX2;MX1;IFI6;EIF2AK2;DDX60L;ISG15;IFIT1;DDX60;USP18;IFIT3;OASL;IFIT2;PLSCR1;OAS1;IFI27;OAS2;OAS3;DHX58;IRF7;TLR7"
"Defense Response To Symbiont (GO:0140546)","21/148",3.88881146062241e-32,8.03039566618527e-30,0,0,109.255118110236,7901.83483504122,"IFITM1;RSAD2;STAT1;MX2;MX1;IFI6;EIF2AK2;DDX60L;ISG15;IFIT1;DDX60;IFIT3;OASL;IFIT2;PLSCR1;OAS1;IFI27;OAS2;OAS3;IRF7;TLR7"
"Negative Regulation Of Viral Process (GO:0048525)","12/61",2.96743741054635e-20,4.08517216851881e-18,0,0,124.960753532182,5618.73570972992,"IFITM1;PLSCR1;RSAD2;OAS1;OAS2;STAT1;OAS3;MX1;EIF2AK2;ISG15;IFIT1;OASL"
"Negative Regulation Of Viral Genome Replication (GO:0045071)","11/53",6.56263765910684e-19,6.77592338302781e-17,0,0,130.343452380952,5457.18371068192,"IFITM1;PLSCR1;RSAD2;OAS1;OAS2;OAS3;MX1;EIF2AK2;ISG15;IFIT1;OASL"
"Regulation Of Viral Genome Replication (GO:0045069)","11/67",1.07839560545611e-17,8.9075477010675e-16,0,0,97.6888392857143,3816.55370137528,"IFITM1;PLSCR1;RSAD2;OAS1;OAS2;OAS3;MX1;EIF2AK2;ISG15;IFIT1;OASL"
"Interleukin-27-Mediated Signaling Pathway (GO:0070106)","5/5",8.8095842479331e-14,6.06393049066062e-12,0,0,99745,2998369.71588214,"OAS1;OAS2;STAT1;MX1;OASL"
"Antiviral Innate Immune Response (GO:0140374)","8/46",2.4357086663485e-13,1.43706811314561e-11,0,0,97.4834761321909,2831.24851619771,"OAS1;DHX58;MX1;EIF2AK2;IFIT1;USP18;IFIT3;IFIT2"
"Positive Regulation Of Type I Interferon Production (GO:0032481)","8/64",3.99191787652037e-12,2.06082760375364e-10,0,0,66.0897009966777,1734.63981533495,"OAS1;OAS2;STAT1;OAS3;DHX58;IRF7;TLR7;ISG15"
"Response To Cytokine (GO:0034097)","9/125",2.65020028669677e-11,1.2161474648953e-09,0,0,36.637315270936,892.257878171582,"IFITM1;PLSCR1;STAT1;LAMP3;MX2;MX1;EIF2AK2;ISG15;XAF1"
"Regulation Of Ribonuclease Activity (GO:0060700)","4/5",1.87083921038334e-10,7.7265659388832e-09,0,0,1697.70212765957,38027.617392672,"OAS1;OAS2;OAS3;OASL"
"Positive Regulation Of Interferon-Beta Production (GO:0032728)","6/36",3.72617577182798e-10,1.39900963069541e-08,0,0,88.5288888888889,1922.00365218738,"OAS1;OAS2;OAS3;IRF7;ISG15;TLR7"
"Regulation Of Nuclease Activity (GO:0032069)","4/6",5.60209199420758e-10,1.92805332800644e-08,0,0,848.808510638298,18081.9222534992,"OAS1;OAS2;OAS3;OASL"
"Regulation Of Interferon-Beta Production (GO:0032648)","6/50",2.95896115108018e-09,9.40039196458551e-08,0,0,60.3181818181818,1184.55424615878,"OAS1;OAS2;OAS3;IRF7;TLR7;ISG15"
"Response To Interferon-Beta (GO:0035456)","5/29",9.99366584383023e-09,2.94813142392992e-07,0,0,90.2400362318841,1662.34007530895,"IFITM1;PLSCR1;OAS1;STAT1;XAF1"
