"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Protein Modification By Small Protein Conjugation (GO:0032446)","8/364",6.50143479497653e-05,0.0327440914212581,0,0,6.56347476102633,63.2778207228127,"UFM1;RACK1;DCUN1D1;UBA3;UBR3;CBL;RNF111;UBE2L3"
"Negative Regulation Of Programmed Cell Death (GO:0043069)","8/381",8.93426778206223e-05,0.0327440914212581,0,0,6.25889320155256,58.3518570281717,"RPS6KA3;UFM1;PDCD10;GLO1;CFLAR;CBL;HIGD1A;BIRC3"
"Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443)","3/27",0.000138854977078938,0.0339268993996205,0,0,34.5503472222222,306.87896532551,"DCUN1D1;PTEN;UBE2L3"
"Regulation Of Apoptotic Process (GO:0042981)","10/705",0.000291160479899822,0.0533551579416424,0,0,4.25677919203099,34.657146566953,"C3ORF38;RPS6KA3;UFM1;PDCD10;GLO1;RACK1;CFLAR;CBL;HIGD1A;BIRC3"
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)","4/94",0.000430907289283516,0.0537992224559534,0,0,12.4162754303599,96.2213865651838,"FAM172A;CLNS1A;RBM7;QKI"
"Negative Regulation Of Apoptotic Process (GO:0043066)","8/482",0.000440375627197435,0.0537992224559534,0,0,4.89980477360035,37.8651155489613,"RPS6KA3;UFM1;PDCD10;GLO1;CFLAR;CBL;HIGD1A;BIRC3"
"Regulation Of Programmed Necrotic Cell Death (GO:0062098)","2/10",0.000612347858281016,0.0641215685885693,0,0,68.208904109589,504.623799272148,"CFLAR;BIRC3"
"Brain Morphogenesis (GO:0048854)","2/11",0.000746608721417386,0.0684080240998679,0,0,60.6270928462709,436.513207850055,"VPS51;PTEN"
"Regulation Of Myoblast Fusion (GO:1901739)","2/13",0.00105369518138921,0.0858176186620323,0,0,49.59900373599,340.023592951258,"CD53;CFLAR"
"Protein Ubiquitination (GO:0016567)","7/434",0.00120358855836028,0.0882230413278086,0,0,4.70057859209258,31.5993938364367,"NPEPPS;RACK1;UBR3;CBL;UBE2K;RNF111;UBE2L3"
