"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Stem Cell Development (GO:0048864)","2/15",7.97704812214358e-05,0.0162731781691729,0,0,192.009615384615,1811.87128424019,"PTPRC;FAM172A"
"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)","2/53",0.00102592087344025,0.082458685730835,0,0,48.8504901960784,336.197117085565,"TIA1;FAM172A"
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)","2/94",0.00318396563123734,0.082458685730835,0,0,27.0244565217391,155.380566639638,"TIA1;FAM172A"
"Retrograde Transport, Endosome To Golgi (GO:0042147)","2/94",0.00318396563123734,0.082458685730835,0,0,27.0244565217391,155.380566639638,"VPS51;TBC1D5"
"Regulation Of RNA Splicing (GO:0043484)","2/102",0.00373620859148075,0.082458685730835,0,0,24.8525,138.917619804135,"TIA1;MBNL3"
"Aminophospholipid Transport (GO:0015917)","1/5",0.00449229270839297,0.082458685730835,0,0,293.794117647059,1588.07239728978,"TMEM30A"
"Establishment Of Mitotic Sister Chromatid Cohesion (GO:0034087)","1/6",0.00538846593898824,0.082458685730835,0,0,235.023529411765,1227.6441242999,"STAG2"
"Tubulin Complex Assembly (GO:0007021)","1/6",0.00538846593898824,0.082458685730835,0,0,235.023529411765,1227.6441242999,"VBP1"
"Zinc Ion Import Into Organelle (GO:0062111)","1/6",0.00538846593898824,0.082458685730835,0,0,235.023529411765,1227.6441242999,"SLC30A6"
"Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050854)","1/6",0.00538846593898824,0.082458685730835,0,0,235.023529411765,1227.6441242999,"PTPRC"
"Cytosolic Transport (GO:0016482)","2/127",0.00572679416723946,0.082458685730835,0,0,19.857,102.513736027286,"VPS51;TBC1D5"
"Protein Localization To Cytoplasmic Stress Granule (GO:1903608)","1/7",0.0062838777740326,0.082458685730835,0,0,195.843137254902,992.879272061154,"TIA1"
"Negative Regulation Of Microglial Cell Activation (GO:1903979)","1/7",0.0062838777740326,0.082458685730835,0,0,195.843137254902,992.879272061154,"PTPRC"
"Natural Killer Cell Differentiation (GO:0001779)","1/7",0.0062838777740326,0.082458685730835,0,0,195.843137254902,992.879272061154,"PTPRC"
"Negative Regulation Of T Cell Mediated Cytotoxicity (GO:0001915)","1/7",0.0062838777740326,0.082458685730835,0,0,195.843137254902,992.879272061154,"PTPRC"
"Protein Localization To Organelle (GO:0033365)","2/137",0.00663268043249672,0.082458685730835,0,0,18.3768518518519,92.1736260939905,"TIA1;TMEM30A"
"Negative Regulation Of Protein Metabolic Process (GO:0051248)","2/147",0.00759963572899065,0.082458685730835,0,0,17.1008620689655,83.4463064704165,"TIA1;VBP1"
"Protein Localization To Endosome (GO:0036010)","1/10",0.00896555009334736,0.082458685730835,0,0,130.542483660131,615.425022203049,"TMEM30A"
"Positive Regulation Of Phospholipid Transport (GO:2001140)","1/10",0.00896555009334736,0.082458685730835,0,0,130.542483660131,615.425022203049,"TMEM30A"
"Negative Regulation Of Response To Cytokine Stimulus (GO:0060761)","1/10",0.00896555009334736,0.082458685730835,0,0,130.542483660131,615.425022203049,"PTPRC"
"Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070861)","1/11",0.00985792163481649,0.082458685730835,0,0,117.482352941176,542.707370381434,"TMEM30A"
"Positive Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070863)","1/11",0.00985792163481649,0.082458685730835,0,0,117.482352941176,542.707370381434,"TMEM30A"
"Negative Regulation Of Amyloid Fibril Formation (GO:1905907)","1/11",0.00985792163481649,0.082458685730835,0,0,117.482352941176,542.707370381434,"VBP1"
"Brain Morphogenesis (GO:0048854)","1/11",0.00985792163481649,0.082458685730835,0,0,117.482352941176,542.707370381434,"VPS51"
"Endosomal Transport (GO:0016197)","2/180",0.011210888420193,0.082458685730835,0,0,13.9073033707865,62.4558886039443,"VPS51;TBC1D5"
"Substrate-Dependent Cell Migration (GO:0006929)","1/13",0.0116403892865311,0.082458685730835,0,0,97.8921568627451,435.940635469407,"PTPRC"
"Negative Regulation Of Neuroinflammatory Response (GO:0150079)","1/13",0.0116403892865311,0.082458685730835,0,0,97.8921568627451,435.940635469407,"PTPRC"
"T Cell Differentiation In Thymus (GO:0033077)","1/13",0.0116403892865311,0.082458685730835,0,0,97.8921568627451,435.940635469407,"PTPRC"
"Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911)","1/14",0.0125304865571367,0.082458685730835,0,0,90.3574660633484,395.728716189981,"PTPRC"
"Regulation Of Microglial Cell Activation (GO:1903978)","1/14",0.0125304865571367,0.082458685730835,0,0,90.3574660633484,395.728716189981,"PTPRC"
"Negative Regulation Of T Cell Mediated Immunity (GO:0002710)","1/14",0.0125304865571367,0.082458685730835,0,0,90.3574660633484,395.728716189981,"PTPRC"
"Negative Regulation Of Macrophage Activation (GO:0043031)","1/15",0.0134198269051201,0.0829589299589241,0,0,83.8991596638655,361.691126934933,"PTPRC"
"Regulation Of Amyloid Fibril Formation (GO:1905906)","1/15",0.0134198269051201,0.0829589299589241,0,0,83.8991596638655,361.691126934933,"VBP1"
"Regulation Of Stem Cell Proliferation (GO:0072091)","1/16",0.014308410919695,0.0833975950747936,0,0,78.3019607843137,332.541203188491,"PTPRC"
"Positive Regulation Of Stem Cell Proliferation (GO:2000648)","1/16",0.014308410919695,0.0833975950747936,0,0,78.3019607843137,332.541203188491,"PTPRC"
"Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892)","1/17",0.0151962391911868,0.0837846701351923,0,0,73.4044117647059,307.322786835323,"PTPRC"
"Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057)","1/17",0.0151962391911868,0.0837846701351923,0,0,73.4044117647059,307.322786835323,"SHOC2"
"Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516)","1/18",0.0160833123117468,0.0841280951691371,0,0,69.083044982699,285.311113776863,"PTPRC"
"Neural Crest Cell Differentiation (GO:0014033)","1/18",0.0160833123117468,0.0841280951691371,0,0,69.083044982699,285.311113776863,"FAM172A"
"Mitotic Sister Chromatid Cohesion (GO:0007064)","1/19",0.01696963087688,0.0847083692372085,0,0,65.2418300653595,265.947225984943,"STAG2"
"Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584)","1/20",0.0178551954764704,0.0847083692372085,0,0,61.8049535603715,248.793414712821,"PTPRC"
"DNA Unwinding Involved In DNA Replication (GO:0006268)","1/20",0.0178551954764704,0.0847083692372085,0,0,61.8049535603715,248.793414712821,"RECQL"
"Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857)","1/20",0.0178551954764704,0.0847083692372085,0,0,61.8049535603715,248.793414712821,"PTPRC"
"Negative Regulation Of Interleukin-2 Production (GO:0032703)","1/21",0.0187400067082949,0.0868854856475493,0,0,58.7117647058824,233.502244963605,"PTPRC"
"Positive Regulation Of Receptor Internalization (GO:0002092)","1/22",0.0196240651712844,0.0889624287764893,0,0,55.9131652661064,219.79457723602,"TBC1D5"
"Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099)","1/23",0.0205073714570784,0.0890107186647656,0,0,53.3689839572192,207.443686227371,"PTPRC"
"Zinc Ion Transport (GO:0006829)","1/23",0.0205073714570784,0.0890107186647656,0,0,53.3689839572192,207.443686227371,"SLC30A6"
"Stress Granule Assembly (GO:0034063)","1/24",0.0213899261577365,0.0890519374730255,0,0,51.0460358056266,196.263595698386,"TIA1"
"Lipid Translocation (GO:0034204)","1/24",0.0213899261577365,0.0890519374730255,0,0,51.0460358056266,196.263595698386,"TMEM30A"
"Positive Regulation Of Interleukin-2 Production (GO:0032743)","1/25",0.0222717298790694,0.0908686579066034,0,0,48.9166666666667,186.100382608801,"PTPRC"
"Regulation Of Immunoglobulin Production (GO:0002637)","1/27",0.0240330867565966,0.0935220839984273,0,0,45.1493212669683,168.331288274658,"PTPRC"
"Hematopoietic Progenitor Cell Differentiation (GO:0002244)","1/28",0.0249126411012733,0.0935220839984273,0,0,43.4749455337691,160.52601632868,"PTPRC"
"RNA-mediated Gene Silencing (GO:0031047)","1/29",0.02579144685281,0.0935220839984273,0,0,41.9201680672269,153.331916845589,"FAM172A"
"Positive Regulation Of B Cell Proliferation (GO:0030890)","1/29",0.02579144685281,0.0935220839984273,0,0,41.9201680672269,153.331916845589,"PTPRC"
"Vacuolar Acidification (GO:0007035)","1/29",0.02579144685281,0.0935220839984273,0,0,41.9201680672269,153.331916845589,"DMXL1"
"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)","1/30",0.0266695046006179,0.0935220839984273,0,0,40.47261663286,146.682254158328,"WDR46"
"Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)","1/30",0.0266695046006179,0.0935220839984273,0,0,40.47261663286,146.682254158328,"PTPRC"
"B Cell Proliferation (GO:0042100)","1/31",0.0275468149406695,0.0935220839984273,0,0,39.121568627451,140.519524554554,"PTPRC"
"Phospholipid Translocation (GO:0045332)","1/31",0.0275468149406695,0.0935220839984273,0,0,39.121568627451,140.519524554554,"TMEM30A"
"Transition Metal Ion Transport (GO:0000041)","1/32",0.0284233784701103,0.0935220839984273,0,0,37.8576850094877,134.793926217316,"SLC30A6"
"Heterochromatin Formation (GO:0031507)","1/32",0.0284233784701103,0.0935220839984273,0,0,37.8576850094877,134.793926217316,"FAM172A"
"Intracellular pH Reduction (GO:0051452)","1/32",0.0284233784701103,0.0935220839984273,0,0,37.8576850094877,134.793926217316,"DMXL1"
"Positive Regulation Of Immunoglobulin Production (GO:0002639)","1/34",0.030174267482518,0.0939446179559001,0,0,35.5597147950089,124.486232983082,"PTPRC"
"Regulation Of Metal Ion Transport (GO:0010959)","1/34",0.030174267482518,0.0939446179559001,0,0,35.5597147950089,124.486232983082,"SLC30A6"
"Regulation Of mRNA Processing (GO:0050684)","1/35",0.0310485941558708,0.0939446179559001,0,0,34.5121107266436,119.833011206414,"TIA1"
"Regulation Of Receptor Internalization (GO:0002090)","1/36",0.0319221763964905,0.0939446179559001,0,0,33.5243697478992,115.473160400466,"TBC1D5"
"Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)","1/36",0.0319221763964905,0.0939446179559001,0,0,33.5243697478992,115.473160400466,"PTPRC"
"Regulation Of T Cell Mediated Cytotoxicity (GO:0001914)","1/36",0.0319221763964905,0.0939446179559001,0,0,33.5243697478992,115.473160400466,"PTPRC"
