"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of Autophagy (GO:0010506)","7/241",8.47813936872289e-06,0.00496818967007161,0,0,10.9160335549224,127.477653222461,"USP36;ATP6V0B;TFEB;TRIM21;SIRT2;TPCN1;CDK16"
"Negative Regulation Of Double-Strand Break Repair (GO:2000780)","3/33",0.000137986538634479,0.0404300558199024,0,0,34.3258620689655,305.10042796773,"MAD2L2;HSF1;OTUB1"
"Positive Regulation Of Autophagy (GO:0010508)","4/107",0.000319611366838494,0.0624307536557859,0,0,13.5145631067961,108.770674293173,"TFEB;TRIM21;TPCN1;CDK16"
"Translation (GO:0006412)","5/234",0.000733241301619327,0.0862849229734883,0,0,7.68480973175296,55.469231091044,"RPLP0;MRPS2;RPL29;UBA52;MRPL55"
"Regulation Of rRNA Processing (GO:2000232)","2/15",0.0009365269021087,0.0862849229734883,0,0,51.9582790091265,362.322345800303,"USP36;SIRT7"
"Positive Regulation Of Cellular Catabolic Process (GO:0031331)","4/146",0.0010297583388425,0.0862849229734883,0,0,9.78354336545589,67.2954292148775,"TFEB;TRIM21;TPCN1;CDK16"
"Positive Regulation Of Cell Cycle (GO:0045787)","3/65",0.00103070727101437,0.0862849229734883,0,0,16.5825917686318,114.046941402918,"HSF1;EIF4EBP1;TRIM21"
"Positive Regulation Of DNA-templated Transcription (GO:0045893)","11/1243",0.00120773134656088,0.0884663211355843,0,0,3.34053571428571,22.4450982126095,"MAD2L2;IRF3;TNIP2;ALYREF;HSF1;TFEB;CXXC1;EDF1;SIRT7;MAP2K7;SIRT2"
"Protein Deacylation (GO:0035601)","2/20",0.0016781253536833,0.102281101447222,0,0,37.5160075329567,239.73021324017,"SIRT7;SIRT2"
"Proteolysis Involved In Protein Catabolic Process (GO:0051603)","3/78",0.00174541128749526,0.102281101447222,0,0,13.6993103448276,87.0011014327884,"TRIM21;UBA52;FBXO44"
"Epigenetic Regulation Of Gene Expression (GO:0040029)","3/83",0.00208538962822589,0.111094392921852,0,0,12.8398706896552,79.2579482609039,"N6AMT1;SIRT7;SIRT2"
"Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)","2/25",0.00262383153895407,0.119461210397532,0,0,29.3529845246868,174.448297942305,"MAD2L2;HSF1"
"Positive Regulation Of Binding (GO:0051099)","3/91",0.00271011587760833,0.119461210397532,0,0,11.667907523511,68.9662464121182,"EDF1;TRIM21;SIRT2"
"Cytoplasmic Translation (GO:0002181)","3/93",0.00288239243580861,0.119461210397532,0,0,11.4074712643678,66.723835131036,"RPLP0;RPL29;UBA52"
"Positive Regulation Of Mitotic Cell Cycle (GO:0045931)","2/27",0.00305788081222351,0.119461210397532,0,0,27.0020338983051,156.342671333605,"HSF1;EIF4EBP1"
"Mitochondrial Gene Expression (GO:0140053)","3/103",0.00384451076608296,0.140805206807788,0,0,10.2615517241379,57.0656068580606,"FASTK;MRPS2;MRPL55"
"Positive Regulation Of DNA Binding (GO:0043388)","2/33",0.00454619187477808,0.155245023183519,0,0,21.7692728266812,117.411818621318,"EDF1;SIRT2"
"Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)","2/34",0.00482089177846956,0.155245023183519,0,0,21.0879237288136,112.499778574521,"N6AMT1;SIRT7"
"Histone Deacetylation (GO:0016575)","2/36",0.00539270876975112,0.155245023183519,0,0,19.8454636091725,103.647050950211,"SIRT7;SIRT2"
"Regulation Of Protein Catabolic Process (GO:0042176)","3/122",0.00616108490725819,0.155245023183519,0,0,8.61489423355549,43.8455248398323,"MAD2L2;HGS;SIRT2"
"DNA Damage Response (GO:0006974)","5/384",0.00627148305075122,0.155245023183519,0,0,4.60799095363739,23.3705431955438,"MAD2L2;IRF3;SIRT7;FAAP20;OTUB1"
"Protein Deacetylation (GO:0006476)","2/40",0.00662471125680299,0.155245023183519,0,0,17.7528991971454,89.065380854654,"SIRT7;SIRT2"
"Lysosome Localization (GO:0032418)","2/42",0.0072841611569717,0.155245023183519,0,0,16.8635593220339,83.0033326264213,"TFEB;DEF8"
"Response To Unfolded Protein (GO:0006986)","2/44",0.00797209186249864,0.155245023183519,0,0,16.0589184826473,77.5936164735083,"HSF1;DNAJC4"
"Protein Monoubiquitination (GO:0006513)","2/47",0.00905660348714075,0.155245023183519,0,0,14.9860640301318,70.498358362684,"FAAP20;TRIM21"
"Regulation Of DNA Binding (GO:0051101)","2/48",0.00943196013370304,0.155245023183519,0,0,14.659543109801,68.3669979039124,"EDF1;SIRT2"
"Regulation Of Mitochondrion Organization (GO:0010821)","2/50",0.0102031878981959,0.155245023183519,0,0,14.0473163841808,64.407719185876,"USP36;SIRT7"
