"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of Leukocyte Activation (GO:0002694)","3/14",4.90709900689209e-05,0.0293806074181319,0,0,53.1657754010695,527.523717899439,"LYN;CD74;PJA2"
"Regulation Of Translation (GO:0006417)","7/202",9.53284538055757e-05,0.0293806074181319,0,0,7.21611721611722,66.8081281147646,"PAIP2B;YTHDF1;SSB;YTHDF3;DHX9;ELP1;NOLC1"
"mRNA Splicing, Via Spliceosome (GO:0000398)","7/211",0.000125028969737144,0.0293806074181319,0,0,6.89460784313725,61.9615999928709,"MFAP1;DHX9;GEMIN4;PPWD1;STRAP;CDC5L;SRSF6"
"RNA Destabilization (GO:0050779)","3/19",0.00012815968339425,0.0293806074181319,0,0,36.5422794117647,327.500442356404,"YTHDF1;YTHDF3;PUM1"
"Ribosome Biogenesis (GO:0042254)","6/155",0.000168275717246315,0.0308617665429742,0,0,8.03172666259915,69.7949557373094,"DDX49;HEATR1;NOLC1;URB2;RRP12;WDR46"
"Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)","5/122",0.000461744357892138,0.0574189997693436,0,0,8.45213675213675,64.9166292074639,"CIITA;YTHDF1;SSB;YTHDF3;NFKB1"
"Protein Insertion Into ER Membrane (GO:0045048)","3/29",0.000465188719465738,0.0574189997693436,0,0,22.4762443438914,172.461737443818,"EMC3;NOMO1;TMCO1"
"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)","3/30",0.000514910654252953,0.0574189997693436,0,0,21.6427015250545,163.868085969229,"HEATR1;TSR1;WDR46"
"Protein Localization To Cytoplasmic Stress Granule (GO:1903608)","2/7",0.000563545254006644,0.0574189997693436,0,0,77.2427184466019,577.873085270588,"SSB;DHX9"
"Multi-Pass Transmembrane Protein Insertion Into ER Membrane (GO:0160063)","2/8",0.000748820161643429,0.0686668088227024,0,0,64.3656957928803,463.240666207955,"NOMO1;TMCO1"
"Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637)","2/9",0.000959472318906252,0.0758881131169597,0,0,55.1678224687933,383.368209748321,"DHX9;PUM1"
"Maturation Of SSU-rRNA (GO:0030490)","3/38",0.00103780817146524,0.0758881131169597,0,0,16.6890756302521,114.664702638769,"HEATR1;TSR1;WDR46"
"Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034135)","2/10",0.00119523527972676,0.0758881131169597,0,0,48.2694174757282,324.82480811164,"LYN;PJA2"
