"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Signal Release From Synapse (GO:0099643)","2/38",0.00128792065180414,0.0838983411235584,0,0,42.5982905982906,283.479963030393,"GRM4;STXBP3"
"Neurotransmitter Secretion (GO:0007269)","2/43",0.00164719250075388,0.0838983411235584,0,0,37.3939962476548,239.646266371101,"GRM4;STXBP3"
"Male Gonad Development (GO:0008584)","2/46",0.00188308936340999,0.0838983411235584,0,0,34.8391608391608,218.610214782328,"WNT2B;LRP2"
"Development Of Primary Male Sexual Characteristics (GO:0046546)","2/46",0.00188308936340999,0.0838983411235584,0,0,34.8391608391608,218.610214782328,"WNT2B;LRP2"
"Neurotransmitter Transport (GO:0006836)","2/52",0.00240006336342234,0.0838983411235584,0,0,30.6492307692308,184.884133107773,"GRM4;STXBP3"
"Gonad Development (GO:0008406)","2/53",0.00249202993436312,0.0838983411235584,0,0,30.0467571644042,180.120023172379,"WNT2B;LRP2"
"Ventricular Compact Myocardium Morphogenesis (GO:0003223)","1/5",0.00698104063423331,0.102075223337256,0,0,184.888888888889,917.891480308298,"LRP2"
"Positive Regulation Of Protein Catabolic Process In The Vacuole (GO:1904352)","1/5",0.00698104063423331,0.102075223337256,0,0,184.888888888889,917.891480308298,"LRP2"
"Neutrophil Degranulation (GO:0043312)","1/5",0.00698104063423331,0.102075223337256,0,0,184.888888888889,917.891480308298,"STXBP3"
"Positive Regulation Of Gliogenesis (GO:0014015)","1/6",0.00837160506118615,0.102075223337256,0,0,147.903703703704,707.410051609059,"LRP2"
"Neuron Projection Arborization (GO:0140058)","1/7",0.00976029245561303,0.102075223337256,0,0,123.246913580247,570.56331831325,"LRP2"
"Negative Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000480)","1/7",0.00976029245561303,0.102075223337256,0,0,123.246913580247,570.56331831325,"PRKAR1A"
"Sialylation (GO:0097503)","1/7",0.00976029245561303,0.102075223337256,0,0,123.246913580247,570.56331831325,"ST6GAL2"
"Negative Regulation Of Regulated Secretory Pathway (GO:1903306)","1/8",0.0111471051134161,0.102075223337256,0,0,105.634920634921,474.995390353384,"STXBP3"
"Regulation Of Lysosomal Protein Catabolic Process (GO:1905165)","1/8",0.0111471051134161,0.102075223337256,0,0,105.634920634921,474.995390353384,"LRP2"
"Cobalamin Transport (GO:0015889)","1/8",0.0111471051134161,0.102075223337256,0,0,105.634920634921,474.995390353384,"LRP2"
"Response To Leptin (GO:0044321)","1/8",0.0111471051134161,0.102075223337256,0,0,105.634920634921,474.995390353384,"LRP2"
