"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Natural Killer Cell Mediated Immunity (GO:0002228)","3/22",4.17155831905046e-07,5.38131023157509e-05,0,0,286.607655502392,4210.21085381685,"GZMB;NKG7;KLRD1"
"Gene Expression (GO:0010467)","4/296",4.18621906410876e-05,0.00270011129635015,0,0,26.9780821917808,271.969486543931,"RPS17;RPS27;GZMA;GZMB"
"Natural Killer Cell Mediated Cytotoxicity (GO:0042267)","2/24",0.000124480947880634,0.00535268075886726,0,0,151.242424242424,1359.87476343208,"GZMB;NKG7"
"Pyroptosis (GO:0070269)","2/28",0.00017021266102889,0.00548935831818171,0,0,127.948717948718,1110.39808096883,"GZMA;GZMB"
"Apoptotic Process (GO:0006915)","3/228",0.000485015896596396,0.012513410132187,0,0,23.9527272727273,182.79113965644,"GZMA;GZMB;GZMH"
"Regulation Of T Cell Activation (GO:0050863)","2/62",0.000840024068118527,0.0180605174645483,0,0,55.35,391.993128775749,"B2M;HLA-DPA1"
"Proteolysis Involved In Protein Catabolic Process (GO:0051603)","2/78",0.00132549742959788,0.0223458599972117,0,0,43.6622807017544,289.304851658333,"GZMA;GZMB"
"Ribosomal Small Subunit Biogenesis (GO:0042274)","2/84",0.00153500489684187,0.0223458599972117,0,0,40.4552845528455,262.118757870956,"RPS17;RPS27"
"rRNA Metabolic Process (GO:0016072)","2/91",0.00179813231136682,0.0223458599972117,0,0,37.2602996254682,235.522605721322,"RPS17;RPS27"
"Cytoplasmic Translation (GO:0002181)","2/93",0.00187698798037816,0.0223458599972117,0,0,36.4377289377289,228.759229621842,"RPS17;RPS27"
"ncRNA Processing (GO:0034470)","2/100",0.00216576516004231,0.0223458599972117,0,0,33.8231292517007,207.504274169846,"RPS17;RPS27"
"rRNA Processing (GO:0006364)","2/101",0.00220863546795943,0.0223458599972117,0,0,33.479797979798,204.741700008626,"RPS17;RPS27"
"Protein Catabolic Process (GO:0030163)","2/102",0.00225190837181203,0.0223458599972117,0,0,33.1433333333333,202.041006221333,"GZMA;GZMB"
"Positive Regulation Of T Cell Activation (GO:0050870)","2/107",0.00247429425499804,0.0227988542067677,0,0,31.5571428571429,189.399662307461,"B2M;HLA-DPA1"
"Protein Maturation (GO:0051604)","2/117",0.0029489727442682,0.02373191880066,0,0,28.7985507246377,167.788949766096,"GZMA;GZMB"
"Ribonucleoprotein Complex Biogenesis (GO:0022613)","2/118",0.00299861913112812,0.02373191880066,0,0,28.5488505747126,165.857498962511,"RPS17;RPS27"
"CD4-positive, Alpha-Beta T Cell Activation (GO:0035710)","1/5",0.00349539889312047,0.02373191880066,0,0,384.269230769231,2173.54503857692,"NKG7"
"Natural Killer Cell Degranulation (GO:0043320)","1/5",0.00349539889312047,0.02373191880066,0,0,384.269230769231,2173.54503857692,"NKG7"
"Positive Regulation Of Receptor Binding (GO:1900122)","1/5",0.00349539889312047,0.02373191880066,0,0,384.269230769231,2173.54503857692,"B2M"
"Regulation Of Endodeoxyribonuclease Activity (GO:0032071)","1/7",0.0048903875335644,0.02973958834713,0,0,256.153846153846,1362.86237043318,"GZMA"
"Negative Regulation Of T Cell Mediated Cytotoxicity (GO:0001915)","1/7",0.0048903875335644,0.02973958834713,0,0,256.153846153846,1362.86237043318,"KLRD1"
"Ribosome Biogenesis (GO:0042254)","2/155",0.00510844735642599,0.02973958834713,0,0,21.6045751633987,114.004313421388,"RPS17;RPS27"
"Peptide Biosynthetic Process (GO:0043043)","2/158",0.00530240722468209,0.02973958834713,0,0,21.1858974358974,111.005508890442,"RPS17;RPS27"
"Negative Regulation Of Receptor Binding (GO:1900121)","1/9",0.00628356425809312,0.0303091223054157,0,0,192.096153846154,973.89251976686,"B2M"
"Regulation Of Receptor Binding (GO:1900120)","1/9",0.00628356425809312,0.0303091223054157,0,0,192.096153846154,973.89251976686,"B2M"
"Positive Regulation Of Cellular Senescence (GO:2000774)","1/10",0.00697947368021334,0.0303091223054157,0,0,170.74358974359,847.704661538015,"B2M"
"Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901030)","1/10",0.00697947368021334,0.0303091223054157,0,0,170.74358974359,847.704661538015,"GZMB"
"Negative Regulation Of Natural Killer Cell Mediated Immunity (GO:0002716)","1/10",0.00697947368021334,0.0303091223054157,0,0,170.74358974359,847.704661538015,"KLRD1"
"Negative Regulation Of Oxidoreductase Activity (GO:0051354)","1/10",0.00697947368021334,0.0303091223054157,0,0,170.74358974359,847.704661538015,"GZMA"
"Macromolecule Biosynthetic Process (GO:0009059)","2/183",0.00704863309428271,0.0303091223054157,0,0,18.2366482504604,90.3611617495667,"RPS17;RPS27"
"Response To Iron Ion (GO:0010039)","1/12",0.00836993582094223,0.0341136221617788,0,0,139.685314685315,668.130094535827,"B2M"
"Regulation Of Oxidoreductase Activity (GO:0051341)","1/13",0.00906448902789392,0.0341136221617788,0,0,128.038461538462,602.214922551049,"GZMA"
"Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)","1/14",0.00975859065995107,0.0341136221617788,0,0,118.183431952663,547.14287795732,"HLA-DPA1"
"Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911)","1/14",0.00975859065995107,0.0341136221617788,0,0,118.183431952663,547.14287795732,"KLRD1"
"Negative Regulation Of T Cell Mediated Immunity (GO:0002710)","1/14",0.00975859065995107,0.0341136221617788,0,0,118.183431952663,547.14287795732,"KLRD1"
"MHC Class II Protein Complex Assembly (GO:0002399)","1/14",0.00975859065995107,0.0341136221617788,0,0,118.183431952663,547.14287795732,"HLA-DPA1"
"Alpha-Beta T Cell Activation (GO:0046631)","1/15",0.0104522409709381,0.0341136221617788,0,0,109.736263736264,500.500391445588,"NKG7"
"Defense Response To Protozoan (GO:0042832)","1/15",0.0104522409709381,0.0341136221617788,0,0,109.736263736264,500.500391445588,"NKG7"
"Lymphocyte Mediated Immunity (GO:0002449)","1/16",0.011145440218903,0.0341136221617788,0,0,102.415384615385,460.533801304194,"KLRD1"
"Regulation Of Natural Killer Cell Activation (GO:0032814)","1/16",0.011145440218903,0.0341136221617788,0,0,102.415384615385,460.533801304194,"KLRD1"
"Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045953)","1/16",0.011145440218903,0.0341136221617788,0,0,102.415384615385,460.533801304194,"KLRD1"
"Translation (GO:0006412)","2/234",0.0113062242892312,0.0341136221617788,0,0,14.191091954023,63.6101772944778,"RPS17;RPS27"
"Ribosomal Small Subunit Assembly (GO:0000028)","1/17",0.0118381886593293,0.0341136221617788,0,0,96.0096153846154,425.939423953315,"RPS27"
"Regulation Of Lymphocyte Activation (GO:0051249)","1/18",0.0125304865571367,0.0341136221617788,0,0,90.3574660633484,395.728716189981,"KLRD1"
"Peptide Antigen Assembly With MHC Protein Complex (GO:0002501)","1/18",0.0125304865571367,0.0341136221617788,0,0,90.3574660633484,395.728716189981,"HLA-DPA1"
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)","1/18",0.0125304865571367,0.0341136221617788,0,0,90.3574660633484,395.728716189981,"B2M"
"Negative Regulation Of Nervous System Development (GO:0051961)","1/18",0.0125304865571367,0.0341136221617788,0,0,90.3574660633484,395.728716189981,"B2M"
"Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)","1/19",0.0132223341712321,0.0341136221617788,0,0,85.3333333333333,369.139020502258,"KLRD1"
"Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)","1/19",0.0132223341712321,0.0341136221617788,0,0,85.3333333333333,369.139020502258,"HLA-DPA1"
"Cellular Response To Lectin (GO:1990858)","1/19",0.0132223341712321,0.0341136221617788,0,0,85.3333333333333,369.139020502258,"KLRD1"
"Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)","1/21",0.0146046795939877,0.0369412483847923,0,0,76.7923076923077,324.556029146829,"KLRD1"
"Natural Killer Cell Activation Involved In Immune Response (GO:0002323)","1/22",0.0152951779293368,0.0372278859034802,0,0,73.1318681318681,305.707127278926,"NKG7"
"Negative Regulation Of Cell Development (GO:0010721)","1/22",0.0152951779293368,0.0372278859034802,0,0,73.1318681318681,305.707127278926,"B2M"
"Negative Regulation Of Neuron Differentiation (GO:0045665)","1/23",0.015985227036696,0.0381869312543294,0,0,69.8041958041958,288.716456708675,"B2M"
"Amyloid Fibril Formation (GO:1990000)","1/24",0.0166748271779813,0.0384116554635641,0,0,66.7658862876254,273.329860838005,"B2M"
"Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717)","1/24",0.0166748271779813,0.0384116554635641,0,0,66.7658862876254,273.329860838005,"KLRD1"
"Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)","1/26",0.0180526816175867,0.0401516539425635,0,0,61.4184615384615,246.562020931719,"HLA-DPA1"
"Negative Regulation Of Catalytic Activity (GO:0043086)","1/26",0.0180526816175867,0.0401516539425635,0,0,61.4184615384615,246.562020931719,"GZMA"
"Negative Regulation Of Neurogenesis (GO:0050768)","1/27",0.0187409364492419,0.0402930133658701,0,0,59.0532544378698,234.857452233383,"B2M"
"Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482)","1/27",0.0187409364492419,0.0402930133658701,0,0,59.0532544378698,234.857452233383,"LPAR6"
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)","1/28",0.0194287433776429,0.0410870146838677,0,0,56.8632478632479,224.098156042853,"HLA-DPA1"
"Negative Regulation Of DNA Binding (GO:0043392)","1/29",0.0201161026648451,0.0417210083146803,0,0,54.8296703296703,214.177558476072,"GZMA"
"Immunoglobulin Mediated Immune Response (GO:0016064)","1/30",0.02080301457834,0.0417210083146803,0,0,52.9363395225464,205.00430545239,"HLA-DPA1"
"Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)","1/30",0.02080301457834,0.0417210083146803,0,0,52.9363395225464,205.00430545239,"KLRD1"
"Positive Regulation Of Rho Protein Signal Transduction (GO:0035025)","1/31",0.0214894793855566,0.0417210083146803,0,0,51.1692307692308,196.499660131609,"LPAR6"
"Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)","1/31",0.0214894793855566,0.0417210083146803,0,0,51.1692307692308,196.499660131609,"HLA-DPA1"
"Proteolysis (GO:0006508)","2/330",0.0216690508301053,0.0417210083146803,0,0,9.98882113821138,38.2758667068684,"GZMA;GZMB"
"Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)","1/32",0.0221754973519546,0.0420682229176786,0,0,49.5161290322581,188.595414196714,"KLRD1"
"Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749)","1/33",0.022861068741375,0.0427402589512664,0,0,47.9663461538462,181.232198769991,"GZMB"
"Regulation Of Metal Ion Transport (GO:0010959)","1/34",0.0235461938251205,0.0433922714777221,0,0,46.5104895104895,174.358108789193,"B2M"
"Regulation Of Cellular Senescence (GO:2000772)","1/35",0.0242308728650599,0.0440251070365172,0,0,45.1402714932127,167.927575299859,"B2M"
"Regulation Of T Cell Mediated Cytotoxicity (GO:0001914)","1/36",0.0249151061269709,0.0446395651441562,0,0,43.8483516483516,161.900435133039,"KLRD1"
"Regulation Of Receptor-Mediated Endocytosis (GO:0048259)","1/39",0.0269651339122193,0.0470067874956255,0,0,40.3805668016194,145.903491357786,"B2M"
"Retina Homeostasis (GO:0001895)","1/39",0.0269651339122193,0.0470067874956255,0,0,40.3805668016194,145.903491357786,"B2M"
"Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)","1/43",0.029692279563516,0.0510707208492475,0,0,36.5274725274725,128.462307081389,"B2M"
"Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)","1/44",0.0303729561855169,0.0515540966833116,0,0,35.6762075134168,124.659899393976,"HLA-DPA1"
"Positive Regulation Of Lymphocyte Activation (GO:0051251)","1/47",0.0324123268177389,0.0543011709024457,0,0,33.3444816053512,114.345445544755,"HLA-DPA1"
"Regulation Of DNA Binding (GO:0051101)","1/48",0.0330912315021827,0.0547278059459175,0,0,32.633387888707,111.23047645903,"GZMA"
"Intracellular Iron Ion Homeostasis (GO:0006879)","1/50",0.0344477141698712,0.0552580823896799,0,0,31.298273155416,105.422368949113,"B2M"
"Ribosome Assembly (GO:0042255)","1/50",0.0344477141698712,0.0552580823896799,0,0,31.298273155416,105.422368949113,"RPS27"
"Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)","1/51",0.035125292681812,0.0552580823896799,0,0,30.6707692307692,102.71130924814,"LPAR6"
"Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)","1/51",0.035125292681812,0.0552580823896799,0,0,30.6707692307692,102.71130924814,"KLRD1"
"Protein Homotetramerization (GO:0051289)","1/53",0.0364791253950767,0.0566964719995771,0,0,29.4881656804734,97.6357615143621,"B2M"
"Positive Regulation Of Cellular Metabolic Process (GO:0031325)","1/56",0.0385065676493856,0.059135086032985,0,0,27.8755244755245,90.7885333605763,"B2M"
"Positive Regulation Of Type II Interferon Production (GO:0032729)","1/58",0.039855994355867,0.0604873326106687,0,0,26.8947368421053,86.6678177958188,"HLA-DPA1"
"Positive Regulation Of Protein Binding (GO:0032092)","1/59",0.040530048064478,0.0607950720967171,0,0,26.4297082228117,84.7260236205579,"B2M"
"Positive Regulation Of T Cell Proliferation (GO:0042102)","1/65",0.044565151918294,0.0660793631891945,0,0,23.9447115384615,74.4872822237409,"HLA-DPA1"
"Cellular Response To Type II Interferon (GO:0071346)","1/66",0.0452361352854175,0.066312061952487,0,0,23.5751479289941,72.9853352671929,"HLA-DPA1"
"Regulation Of Neurogenesis (GO:0050767)","1/67",0.0459066810912919,0.0665388973120973,0,0,23.2167832167832,71.5342665851694,"B2M"
"Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)","1/70",0.0479156957277768,0.0686791638764802,0,0,22.2040133779264,67.462723652684,"B2M"
