"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)","2/18",0.000285192933838732,0.0673055323859407,0,0,95.9423076923077,783.114181506888,"RTN3;PICALM"
"Regulation Of Amyloid-Beta Formation (GO:1902003)","2/33",0.000971505882662878,0.113709507517503,0,0,49.4813895781638,343.235735850516,"RTN3;PICALM"
"Energy Derivation By Oxidation Of Organic Compounds (GO:0015980)","2/43",0.00164719250075388,0.113709507517503,0,0,37.3939962476548,239.646266371101,"COX7A2;UQCR10"
"Phosphatidylinositol-Mediated Signaling (GO:0048015)","2/62",0.00339328541044276,0.113709507517503,0,0,25.5282051282051,145.152268458924,"C1QBP;GAB2"
"Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)","5/763",0.00377696210391,0.113709507517503,0,0,5.51049673052656,30.7421535082393,"C1QBP;NRIP1;PAX6;TBL1X;SINHCAF"
"Aerobic Electron Transport Chain (GO:0019646)","2/68",0.00406662030131277,0.113709507517503,0,0,23.2004662004662,127.717244408189,"COX7A2;UQCR10"
"Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775)","2/70",0.00430375556415394,0.113709507517503,0,0,22.5158371040724,122.672297910598,"COX7A2;UQCR10"
"Cellular Respiration (GO:0045333)","2/85",0.00628031246106122,0.113709507517503,0,0,18.4328081556997,93.4605223822077,"COX7A2;UQCR10"
"Central Nervous System Development (GO:0007417)","3/283",0.00706927673644522,0.113709507517503,0,0,8.43942857142857,41.7920258507671,"RTN3;VPS13B;PAX6"
"Maintenance Of Lens Transparency (GO:0036438)","1/6",0.00837160506118615,0.113709507517503,0,0,147.903703703704,707.410051609059,"VPS13B"
"Synaptic Signaling (GO:0099536)","1/6",0.00837160506118615,0.113709507517503,0,0,147.903703703704,707.410051609059,"DTNA"
"Synaptic Vesicle Budding From Presynaptic Endocytic Zone Membrane (GO:0016185)","1/6",0.00837160506118615,0.113709507517503,0,0,147.903703703704,707.410051609059,"PICALM"
"Glandular Epithelial Cell Development (GO:0002068)","1/6",0.00837160506118615,0.113709507517503,0,0,147.903703703704,707.410051609059,"PAX6"
"Regulation Of MDA-5 Signaling Pathway (GO:0039533)","1/6",0.00837160506118615,0.113709507517503,0,0,147.903703703704,707.410051609059,"C1QBP"
"Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902961)","1/6",0.00837160506118615,0.113709507517503,0,0,147.903703703704,707.410051609059,"PICALM"
"Positive Regulation Of Trophoblast Cell Migration (GO:1901165)","1/6",0.00837160506118615,0.113709507517503,0,0,147.903703703704,707.410051609059,"C1QBP"
"Positive Regulation Of Cellular Process (GO:0048522)","4/594",0.00895178452026568,0.113709507517503,0,0,5.47514124293785,25.8202316120079,"CCPG1;C1QBP;GAB2;SINHCAF"
"Positive Regulation Of Aspartic-Type Peptidase Activity (GO:1905247)","1/7",0.00976029245561303,0.113709507517503,0,0,123.246913580247,570.56331831325,"PICALM"
"Positive Regulation Of Mast Cell Degranulation (GO:0043306)","1/8",0.0111471051134161,0.113709507517503,0,0,105.634920634921,474.995390353384,"GAB2"
