"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Defense Response To Virus (GO:0051607)","22/189",1.81170351061269e-32,7.79032509563456e-30,0,0,100.24643021649,7326.85674459554,"IFITM3;GBP5;IFITM1;RSAD2;MX2;MX1;IFI6;EIF2AK2;ISG15;IFIT1;DDX60;USP18;IFI44L;IFIT3;IFIT2;OASL;CXCL10;IFI27;OAS2;OAS3;IRF7;APOBEC3A"
"Defense Response To Symbiont (GO:0140546)","20/148",8.97797927033876e-31,1.93026554312283e-28,0,0,110.625,7653.63078756092,"IFITM3;GBP5;IFITM1;RSAD2;MX2;MX1;IFI6;EIF2AK2;ISG15;IFIT1;DDX60;IFI44L;IFIT3;IFIT2;OASL;IFI27;OAS2;OAS3;IRF7;APOBEC3A"
"Negative Regulation Of Viral Genome Replication (GO:0045071)","11/53",3.13150004208047e-19,4.48848339364867e-17,0,0,140.933075933076,6004.82077871191,"IFITM3;IFITM1;RSAD2;OAS2;OAS3;MX1;EIF2AK2;ISG15;IFIT1;APOBEC3A;OASL"
"Negative Regulation Of Viral Process (GO:0048525)","11/61",1.69455601458934e-18,1.82164771568354e-16,0,0,118.336216216216,4842.21275550841,"IFITM3;IFITM1;RSAD2;OAS2;OAS3;MX1;EIF2AK2;ISG15;IFIT1;APOBEC3A;OASL"
"Regulation Of Viral Genome Replication (GO:0045069)","11/67",5.15574961771101e-18,4.43394467123147e-16,0,0,105.625482625483,4204.57223445242,"IFITM3;IFITM1;RSAD2;OAS2;OAS3;MX1;EIF2AK2;ISG15;IFIT1;APOBEC3A;OASL"
"Antiviral Innate Immune Response (GO:0140374)","7/46",1.44784385760602e-11,1.03762143128431e-09,0,0,87.1738586616635,2175.7165965756,"CXCL10;MX1;EIF2AK2;IFIT1;USP18;IFIT3;IFIT2"
"Response To Cytokine (GO:0034097)","7/125",1.87161709621191e-08,1.14970764481589e-06,0,0,28.697395618024,510.637954519979,"IFITM3;IFITM1;MX2;MX1;EIF2AK2;ISG15;XAF1"
"Cellular Response To Type I Interferon (GO:0071357)","5/38",3.03890232470622e-08,1.63340999952959e-06,0,0,70.1867512332629,1214.87541750772,"IFITM3;IFITM1;IFI27;OAS2;IFIT1"
"Response To Type II Interferon (GO:0034341)","6/80",3.63270215359265e-08,1.73562436227204e-06,0,0,38.3745173745174,657.382497428849,"IFITM3;GBP5;IFITM1;CCL2;GBP1;GBP4"
"Response To Interferon-Alpha (GO:0035455)","4/17",6.79038702384928e-08,2.91986642025519e-06,0,0,139.433566433566,2301.37510879119,"IFITM3;IFITM1;MX2;EIF2AK2"
"Interleukin-27-Mediated Signaling Pathway (GO:0070106)","3/5",1.29286378656482e-07,4.63276190185729e-06,0,0,665,10547.7218758512,"OAS2;MX1;OASL"
"Regulation Of Ribonuclease Activity (GO:0060700)","3/5",1.29286378656482e-07,4.63276190185729e-06,0,0,665,10547.7218758512,"OAS2;OAS3;OASL"
"Regulation Of Nuclease Activity (GO:0032069)","3/6",2.58139040475232e-07,8.53844518494999e-06,0,0,443.311111111111,6724.92647712975,"OAS2;OAS3;OASL"
"Response To Type I Interferon (GO:0034340)","3/9",1.07872643680121e-06,3.31323119874657e-05,0,0,221.622222222222,3045.02937074736,"MX1;ISG15;IFIT1"
