"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Cellular Response To Amino Acid Stimulus (GO:0071230)","3/35",0.000316199206832705,0.11757253679678,0,0,25.5462328767123,205.880619751611,"SESN3;NEURL1;NSMF"
"Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067)","2/9",0.000504224850205633,0.11757253679678,0,0,76.8996138996139,583.859415579054,"SLC9A3R1;NOP53"
"rRNA Base Methylation (GO:0070475)","2/10",0.000628730143298291,0.11757253679678,0,0,67.2837837837838,496.003163711321,"NSUN5P1;NSUN5P2"
"Regulation Of Carbohydrate Catabolic Process (GO:0043470)","2/14",0.00125897030203741,0.176570584860747,0,0,44.8468468468468,299.463075848413,"JMJD8;SLC2A6"
"Regulation Of Dendritic Spine Development (GO:0060998)","2/21",0.00285573172738218,0.195327570752798,0,0,28.3143669985775,165.877656979791,"NEURL1;CAMK1"
"Positive Regulation Of Dendritic Spine Development (GO:0060999)","2/21",0.00285573172738218,0.195327570752798,0,0,28.3143669985775,165.877656979791,"NEURL1;CAMK1"
"Peptidyl-Serine Phosphorylation (GO:0018105)","4/158",0.00309411472957376,0.195327570752798,0,0,7.13203463203463,41.2107036910329,"GRK2;CAMK1;PKN1;STK32C"
"rRNA Methylation (GO:0031167)","2/22",0.00313359739175612,0.195327570752798,0,0,26.8972972972973,155.078347422762,"NSUN5P1;NSUN5P2"
"Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)","2/22",0.00313359739175612,0.195327570752798,0,0,26.8972972972973,155.078347422762,"GRK2;RGS14"
"Peptidyl-Serine Modification (GO:0018209)","4/166",0.00369199812284923,0.207121094691842,0,0,6.77709190672154,37.9624731130093,"GRK2;CAMK1;PKN1;STK32C"
"Cellular Response To Acid Chemical (GO:0071229)","2/27",0.00470335896749297,0.230347819432827,0,0,21.5124324324324,115.295415911648,"NEURL1;NSMF"
"Vesicle Coating (GO:0006901)","2/28",0.00505274789467576,0.230347819432827,0,0,20.6839916839917,109.373287912458,"AP3M2;TRAPPC6A"
"JNK Cascade (GO:0007254)","2/29",0.00541373475178282,0.230347819432827,0,0,19.9169169169169,103.942726310093,"MAP4K2;SH2D3C"
"Response To Amino Acid (GO:0043200)","2/30",0.00578622873041514,0.230347819432827,0,0,19.2046332046332,98.9475427392641,"NEURL1;NSMF"
"Negative Regulation Of Protein Kinase B Signaling (GO:0051898)","2/36",0.00825782035493459,0.230347819432827,0,0,15.8108108108108,75.838049848767,"SLC9A3R1;NOP53"
"Regulation Of Intracellular Protein Transport (GO:0033157)","2/36",0.00825782035493459,0.230347819432827,0,0,15.8108108108108,75.838049848767,"ATP13A2;OAZ2"
"Regulation Of Glycolytic Process (GO:0006110)","2/40",0.010124441272591,0.230347819432827,0,0,14.1436699857752,64.959087826721,"SLC2A6;JMJD8"
"Regulation Of Small Molecule Metabolic Process (GO:0062012)","2/40",0.010124441272591,0.230347819432827,0,0,14.1436699857752,64.959087826721,"SLC2A6;JMJD8"
"Stress-Activated MAPK Cascade (GO:0051403)","2/42",0.0111213416573537,0.230347819432827,0,0,13.4351351351351,60.4431863053797,"MAP4K2;SH2D3C"
"Regulation Of Cellular Component Size (GO:0032535)","2/43",0.0116353917968729,0.230347819432827,0,0,13.1067897165458,58.373759281785,"SLC9A3R1;ATP13A2"
"Protein Phosphorylation (GO:0006468)","6/500",0.0118609514739355,0.230347819432827,0,0,3.37131289762869,14.9500993942339,"MAP4K2;GRK2;ATP13A2;CAMK1;PKN1;STK32C"
"Regulation Of Cellular Metabolic Process (GO:0031323)","2/45",0.0126942722964967,0.230347819432827,0,0,12.4959145191703,54.5647151655422,"SLC2A6;JMJD8"
"Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015)","2/46",0.0132389362062664,0.230347819432827,0,0,12.2113022113022,52.8089130244231,"CHID1;PLD4"
"Vacuolar Transport (GO:0007034)","2/46",0.0132389362062664,0.230347819432827,0,0,12.2113022113022,52.8089130244231,"TMEM106B;ATP13A2"
"Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)","2/48",0.0143582987327399,0.230347819432827,0,0,11.6792009400705,49.5598388853259,"SLC9A3R1;RGS14"
"Ribosome Assembly (GO:0042255)","2/50",0.0155171628224907,0.230347819432827,0,0,11.1914414414414,46.6214028774471,"DHX37;NOP53"
"Negative Regulation Of Signal Transduction (GO:0009968)","4/267",0.0188258699151568,0.230347819432827,0,0,4.15314744402197,16.4984749719844,"SLC9A3R1;RGS14;NEURL1;SLC27A4"
"Positive Regulation Of Gonad Development (GO:1905941)","1/5",0.0188578726507589,0.230347819432827,0,0,66.4,263.66276705355,"DHX37"
"Negative Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000323)","1/5",0.0188578726507589,0.230347819432827,0,0,66.4,263.66276705355,"CRY2"
"Positive Regulation Of Male Gonad Development (GO:2000020)","1/5",0.0188578726507589,0.230347819432827,0,0,66.4,263.66276705355,"DHX37"
"T-helper 1 Cell Differentiation (GO:0045063)","1/5",0.0188578726507589,0.230347819432827,0,0,66.4,263.66276705355,"SPN"
"Negative Regulation Of Relaxation Of Muscle (GO:1901078)","1/5",0.0188578726507589,0.230347819432827,0,0,66.4,263.66276705355,"GRK2"
"Response To Gonadotropin (GO:0034698)","1/5",0.0188578726507589,0.230347819432827,0,0,66.4,263.66276705355,"NSMF"
"Response To Manganese Ion (GO:0010042)","1/5",0.0188578726507589,0.230347819432827,0,0,66.4,263.66276705355,"ATP13A2"
"Regulation Of Neuron Death (GO:1901214)","2/58",0.0205348002309312,0.230347819432827,0,0,9.58880308880309,37.2585817927551,"NSMF;ATP13A2"
"Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333)","2/59",0.0212037009765392,0.230347819432827,0,0,9.42010431484116,36.3011212351501,"TMC8;NOP53"
"Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)","2/60",0.0218816094960146,0.230347819432827,0,0,9.25722273998136,35.3821119795167,"TMC8;DEDD2"
"Synaptic Vesicle Budding From Presynaptic Endocytic Zone Membrane (GO:0016185)","1/6",0.022587129745658,0.230347819432827,0,0,53.1173333333333,201.334613140717,"AP3M2"
"Gamma-Aminobutyric Acid Transport (GO:0015812)","1/6",0.022587129745658,0.230347819432827,0,0,53.1173333333333,201.334613140717,"SLC9A3R1"
"Gland Morphogenesis (GO:0022612)","1/6",0.022587129745658,0.230347819432827,0,0,53.1173333333333,201.334613140717,"SLC9A3R1"
"Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000322)","1/6",0.022587129745658,0.230347819432827,0,0,53.1173333333333,201.334613140717,"CRY2"
"Very Long-Chain Fatty Acid Catabolic Process (GO:0042760)","1/6",0.022587129745658,0.230347819432827,0,0,53.1173333333333,201.334613140717,"SLC27A4"
"Regulation Of Ketone Biosynthetic Process (GO:0010566)","1/6",0.022587129745658,0.230347819432827,0,0,53.1173333333333,201.334613140717,"PPTC7"
"Adenosine Metabolic Process (GO:0046085)","1/6",0.022587129745658,0.230347819432827,0,0,53.1173333333333,201.334613140717,"ADA"
