"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"protein-RNA Complex Assembly (GO:0022618)","2/150",0.00114477774720711,0.0311198468483873,0,0,53.6351351351351,363.246353843644,"SF3A2;EIF3G"
"mRNA 3'-Splice Site Recognition (GO:0000389)","1/5",0.00174891651493262,0.0311198468483873,0,0,832.875,5287.7224998036,"SF3A2"
"Lipoxygenase Pathway (GO:0019372)","1/7",0.0024477534600423,0.0311198468483873,0,0,555.194444444444,3338.15358342286,"ALOX5"
"Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667)","1/8",0.00279701502710506,0.0311198468483873,0,0,475.857142857143,2797.66050021554,"MAD2L2"
"Regulation Of Cellular Response To Oxidative Stress (GO:1900407)","1/9",0.00314617197276363,0.0311198468483873,0,0,416.354166666667,2398.8531813702,"ALOX5"
"DNA Damage Response, Signal Transduction Resulting In Transcription (GO:0042772)","1/9",0.00314617197276363,0.0311198468483873,0,0,416.354166666667,2398.8531813702,"MAD2L2"
"Negative Regulation Of Transcription By Competitive Promoter Binding (GO:0010944)","1/9",0.00314617197276363,0.0311198468483873,0,0,416.354166666667,2398.8531813702,"MAD2L2"
"Negative Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000048)","1/9",0.00314617197276363,0.0311198468483873,0,0,416.354166666667,2398.8531813702,"MAD2L2"
"Negative Regulation Of Sprouting Angiogenesis (GO:1903671)","1/10",0.003495224297089,0.0311198468483873,0,0,370.074074074074,2093.27134911451,"ALOX5"
"Regulation Of Response To Oxidative Stress (GO:1902882)","1/11",0.00384417200458596,0.0311198468483873,0,0,333.05,1852.15667504623,"ALOX5"
"Telomere Maintenance In Response To DNA Damage (GO:0043247)","1/11",0.00384417200458596,0.0311198468483873,0,0,333.05,1852.15667504623,"MAD2L2"
"Positive Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001034)","1/13",0.00454175360916762,0.0311198468483873,0,0,277.513888888889,1497.03260111151,"MAD2L2"
"Lipid Oxidation (GO:0034440)","1/13",0.00454175360916762,0.0311198468483873,0,0,277.513888888889,1497.03260111151,"ALOX5"
"Negative Regulation Of Transcription Regulatory Region DNA Binding (GO:2000678)","1/14",0.0048903875335644,0.0311198468483873,0,0,256.153846153846,1362.86237043318,"MAD2L2"
"Formation Of Cytoplasmic Translation Initiation Complex (GO:0001732)","1/14",0.0048903875335644,0.0311198468483873,0,0,256.153846153846,1362.86237043318,"EIF3G"
"Regulation Of Isotype Switching (GO:0045191)","1/15",0.00523891689414434,0.0311198468483873,0,0,237.845238095238,1249.0776854949,"MAD2L2"
"Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891)","1/15",0.00523891689414434,0.0311198468483873,0,0,237.845238095238,1249.0776854949,"MAD2L2"
"Positive Regulation Of Isotype Switching (GO:0045830)","1/15",0.00523891689414434,0.0311198468483873,0,0,237.845238095238,1249.0776854949,"MAD2L2"
"Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444)","1/17",0.00593566199512446,0.0311198468483873,0,0,208.09375,1066.85019229932,"MAD2L2"
"Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666)","1/17",0.00593566199512446,0.0311198468483873,0,0,208.09375,1066.85019229932,"MAD2L2"
"Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047)","1/18",0.0062838777740326,0.0311198468483873,0,0,195.843137254902,992.879272061154,"MAD2L2"
"Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)","1/19",0.00663198906678106,0.0311198468483873,0,0,184.953703703704,927.700128994203,"MAD2L2"
"Linoleic Acid Metabolic Process (GO:0043651)","1/19",0.00663198906678106,0.0311198468483873,0,0,184.953703703704,927.700128994203,"ALOX5"
"Leukotriene Metabolic Process (GO:0006691)","1/20",0.00697999589418079,0.0311198468483873,0,0,175.210526315789,869.868917789248,"ALOX5"
"Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042)","1/21",0.00732789827728551,0.0311198468483873,0,0,166.441666666667,818.238307210298,"MAD2L2"
"Peptide Catabolic Process (GO:0043171)","1/21",0.00732789827728551,0.0311198468483873,0,0,166.441666666667,818.238307210298,"NAALADL1"
"Translesion Synthesis (GO:0019985)","1/23",0.00802338980417862,0.0311198468483873,0,0,151.295454545455,730.06022058339,"MAD2L2"
"U2-type Prespliceosome Assembly (GO:1903241)","1/23",0.00802338980417862,0.0311198468483873,0,0,151.295454545455,730.06022058339,"SF3A2"
"Negative Regulation Of Response To Wounding (GO:1903035)","1/25",0.0087184638276748,0.0311198468483873,0,0,138.673611111111,657.633560998,"ALOX5"
"Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)","1/25",0.0087184638276748,0.0311198468483873,0,0,138.673611111111,657.633560998,"MAD2L2"
"Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)","1/25",0.0087184638276748,0.0311198468483873,0,0,138.673611111111,657.633560998,"ALOX5"
"Spindle Assembly Checkpoint Signaling (GO:0071173)","1/26",0.00906584433411521,0.0311198468483873,0,0,133.12,626.09548144397,"MAD2L2"
"Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903426)","1/26",0.00906584433411521,0.0311198468483873,0,0,133.12,626.09548144397,"ALOX5"
