"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Hemopoiesis (GO:0030097)","6/101",4.31176620980367e-05,0.0277029243875933,0,0,10.41,104.63692543244,"CD164;TGFB1;MKNK2;FLT3LG;BMI1;EVI2B"
"Polarized Epithelial Cell Differentiation (GO:0030859)","3/14",8.44696636057269e-05,0.0277029243875933,0,0,44.0421286031042,413.076325484181,"RAB10;SLC9A3R1;SH3BP1"
"Regulation Of Cytoskeleton Organization (GO:0051493)","6/114",8.4891494548294e-05,0.0277029243875933,0,0,9.15092592592593,85.7820301188884,"DMTN;SH3BP1;TESK1;CDK2AP2;NEXN;SORBS3"
"Establishment Of Epithelial Cell Polarity (GO:0090162)","3/19",0.000219746261373692,0.0537828974712111,0,0,30.2713414634146,254.976630234354,"SLC9A3R1;SH3BP1;MYO18A"
"Regulation Of Protein Phosphorylation (GO:0001932)","8/265",0.000279170099723097,0.0543900753412729,0,0,5.17496537624481,42.3503087023729,"SLC9A3R1;CCND2;TGFB1;TESK1;MYADM;HSPB1;MEN1;MOB3A"
"Negative Regulation Of Protein Phosphorylation (GO:0001933)","6/149",0.000365329749303431,0.0543900753412729,0,0,6.89895104895105,54.6031981638109,"TGFB1;DMTN;TESK1;MYADM;HSPB1;MEN1"
"Regulation Of Protein Depolymerization (GO:1901879)","2/5",0.00038889737220522,0.0543900753412729,0,0,106.833333333333,838.876173719655,"SH3BP1;MAP1S"
"Gland Morphogenesis (GO:0022612)","2/6",0.000580939798475766,0.0566394841441323,0,0,80.1209677419355,596.970388008801,"SLC9A3R1;TGFB1"
"Protein Localization To Basolateral Plasma Membrane (GO:1903361)","2/6",0.000580939798475766,0.0566394841441323,0,0,80.1209677419355,596.970388008801,"RAB10;LIN7C"
"Negative Regulation Of Viral Process (GO:0048525)","4/61",0.000593746592166617,0.0566394841441323,0,0,11.3989071038251,84.6831413513967,"APOBEC3C;ZFP36;IFITM2;OAS2"
"Anterograde Axonal Protein Transport (GO:0099641)","2/7",0.000809961979589226,0.0566394841441323,0,0,64.0935483870968,456.251414379969,"MAP1A;HSPB1"
"Axo-Dendritic Protein Transport (GO:0099640)","2/7",0.000809961979589226,0.0566394841441323,0,0,64.0935483870968,456.251414379969,"MAP1A;HSPB1"
"Positive Regulation Of Fibroblast Migration (GO:0010763)","2/7",0.000809961979589226,0.0566394841441323,0,0,64.0935483870968,456.251414379969,"DMTN;TGFB1"
"Protein Localization To Presynapse (GO:1905383)","2/7",0.000809961979589226,0.0566394841441323,0,0,64.0935483870968,456.251414379969,"MAP1A;HSPB1"
"Golgi Ribbon Formation (GO:0090161)","2/8",0.00107549780569366,0.0619360206925938,0,0,53.4086021505376,365.046281539674,"MYO18A;TMED5"
"Maintenance Of Apical/Basal Cell Polarity (GO:0035090)","2/8",0.00107549780569366,0.0619360206925938,0,0,53.4086021505376,365.046281539674,"SLC9A3R1;LIN7C"
"Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045199)","2/8",0.00107549780569366,0.0619360206925938,0,0,53.4086021505376,365.046281539674,"SLC9A3R1;LIN7C"
"Regulation Of Lamellipodium Assembly (GO:0010591)","3/33",0.00116021025874338,0.063102546850543,0,0,16.1333333333333,109.047685061726,"ACTR2;DMTN;RAC2"
