"Contributeur","Value","abs_Value"
"PIM3",1,1
"NFATC1",0.946372697440022,0.946372697440022
"BCL2",-0.927619725954831,0.927619725954831
"CD1D",-0.899157341869116,0.899157341869116
"MS4A14",-0.840511464032551,0.840511464032551
"RAB11B",0.837426241385329,0.837426241385329
"IL4R",-0.827511749857539,0.827511749857539
"TMEM170B",-0.826530678515314,0.826530678515314
"STAT4",-0.822717737010613,0.822717737010613
"PID1",-0.807943015509203,0.807943015509203
"BST1",-0.803844315969382,0.803844315969382
"LILRA1",-0.803222249918702,0.803222249918702
"SIRPB2",-0.792157763074317,0.792157763074317
"RNH1",0.791396768269449,0.791396768269449
"ZNF91",-0.791050350257802,0.791050350257802
"RRBP1",-0.776968063057987,0.776968063057987
"PRF1",-0.763711782624639,0.763711782624639
"SKI",0.757885278058034,0.757885278058034
"ZC3H12A",0.748602426948081,0.748602426948081
"GPRC5B",-0.740196601260348,0.740196601260348
"RASGRP4",-0.737423784187605,0.737423784187605
"ABLIM1",-0.736565304917147,0.736565304917147
"CTSS",-0.725691100250788,0.725691100250788
"PSAP",-0.724654859128587,0.724654859128587
"THAP7",0.723576236367156,0.723576236367156
"SCPEP1",-0.720893873630271,0.720893873630271
"FOXP4",0.70981659864514,0.70981659864514
"B3GALT4",0.708288917978003,0.708288917978003
"CD300E",-0.705916349624554,0.705916349624554
"MS4A7",-0.704546679492301,0.704546679492301
"ITPR3",-0.704512332287049,0.704512332287049
"IRAK3",-0.704064546500057,0.704064546500057
"RIN2",-0.703273757335857,0.703273757335857
"SLC7A7",-0.700463312330653,0.700463312330653
"POU2F2",0.699616482989463,0.699616482989463
"IDS",0.697024105913122,0.697024105913122
"HHEX",-0.694687625558954,0.694687625558954
"LINC01550",-0.691866401021498,0.691866401021498
"CYP1B1",-0.687889757924513,0.687889757924513
"RBM47",-0.686732732478188,0.686732732478188
"IFI30",-0.684210723652764,0.684210723652764
"ITM2A",0.682474683331154,0.682474683331154
"CD300LF",-0.678629269322462,0.678629269322462
"LYPLA1",0.677468628380848,0.677468628380848
"LYN",-0.677097571438337,0.677097571438337
"CD86",-0.675501598082395,0.675501598082395
"CCDC9B",0.672127671440928,0.672127671440928
"MPG",0.671084935817928,0.671084935817928
"USP28",-0.670957255271308,0.670957255271308
"UBE2E2",-0.670771258124738,0.670771258124738
"ISYNA1",0.667163931176235,0.667163931176235
"DPP4",-0.666187345726314,0.666187345726314
"ADAMTSL4",-0.665703806708123,0.665703806708123
"TEDC1",0.665288292564272,0.665288292564272
"RABAC1",0.665111267202309,0.665111267202309
"THNSL1",-0.664979703345933,0.664979703345933
"MGRN1",0.664899359006162,0.664899359006162
"ITGA6",-0.662724169914084,0.662724169914084
"PYGL",-0.662303232527299,0.662303232527299
"APOBEC3A",-0.660681950704329,0.660681950704329
"CDK6",-0.658835236054683,0.658835236054683
"ZFP36L1",0.658328129363493,0.658328129363493
"ZNF185",-0.656377636608309,0.656377636608309
"GRN",-0.655836249665483,0.655836249665483
"CSTA",-0.654433102724992,0.654433102724992
"CCND2",-0.653744150011452,0.653744150011452
"HOOK1",-0.653491467062871,0.653491467062871
"TIPARP",0.650152958884521,0.650152958884521
"CLEC12A",-0.649247277314448,0.649247277314448
"WNT7A",0.648754699558032,0.648754699558032
"MEFV",-0.647520543545527,0.647520543545527
"CACNA2D2",-0.647386636312575,0.647386636312575
"LTBR",-0.646535187171848,0.646535187171848
"ABCD1",0.644263718779278,0.644263718779278
"PLPPR2",-0.638954296992718,0.638954296992718
"EID1",0.638254363886076,0.638254363886076
"PLEKHG2",0.637701661782066,0.637701661782066
"LILRB2",-0.636363794617639,0.636363794617639
"SIGLEC1",-0.63471874426082,0.63471874426082
"MZT2B",0.63313241222565,0.63313241222565
"IGFBP7",-0.631485152399487,0.631485152399487
"PDK1",-0.629195673484085,0.629195673484085
"PRDM2",0.626636304540667,0.626636304540667
"SCAND1",0.62430852815664,0.62430852815664
"TP53I13",0.624113090550147,0.624113090550147
"SATB1",-0.623589647176536,0.623589647176536
"CUL9",-0.620528126109547,0.620528126109547
"PELI1",0.619231569326486,0.619231569326486
"CD33",-0.618574553488006,0.618574553488006
"RPL41P1",0.616490956943267,0.616490956943267
"STAB1",-0.616226490158187,0.616226490158187
"TOMM40",0.615302597204432,0.615302597204432
"SLC8A1",-0.613859612862138,0.613859612862138
"SAMD4B",0.611952573004047,0.611952573004047
"UCP2",0.61180052134103,0.61180052134103
"MYCL",-0.610945858426712,0.610945858426712
"NFAM1",-0.610738837844568,0.610738837844568
"RTN1",-0.609783409737453,0.609783409737453
"PLA2G4A",-0.609747589552638,0.609747589552638
"FCER1G",-0.60936602089234,0.60936602089234
"EPHA1",-0.608837087322179,0.608837087322179
"ASGR2",-0.607514753396775,0.607514753396775
"RPL23AP42",0.60650897617007,0.60650897617007
"DHRS3",-0.605444279760866,0.605444279760866
"MINDY1",-0.604716895671469,0.604716895671469
"ADAM9",-0.604580377247474,0.604580377247474
"CLEC4E",-0.604356283493128,0.604356283493128
"RAP1A",0.60354969327544,0.60354969327544
"YPEL3",0.601926335890359,0.601926335890359
"ZNF540",-0.601910601790487,0.601910601790487
"TXN",0.601500443935954,0.601500443935954
"AC018638.5",0.600933012036319,0.600933012036319
"BCL3",0.600037976091265,0.600037976091265
"CAD",-0.599805847902942,0.599805847902942
"CD14",-0.599639334258766,0.599639334258766
"C19orf24",0.599629090355445,0.599629090355445
"LINC00937",-0.599612753673025,0.599612753673025
"NECTIN3",0.599474695315851,0.599474695315851
"FLNA",-0.599232323224208,0.599232323224208
"SYNE1",-0.596361954732258,0.596361954732258
"TLR8",-0.595785885816097,0.595785885816097
"AL391244.1",-0.595223073715999,0.595223073715999
"GAS6",0.595221667690053,0.595221667690053
"TMTC1",-0.594759286014668,0.594759286014668
"PRKCA",-0.594667157838397,0.594667157838397
"SYNE2",-0.594366536100419,0.594366536100419
"LILRA5",-0.594049042051089,0.594049042051089
"CXXC1",-0.591583274263505,0.591583274263505
"ZFP36",0.591485187215368,0.591485187215368
"WIZ",0.590416205774709,0.590416205774709
"ZNF516",-0.590383197641786,0.590383197641786
"RAB39A",-0.588372513585391,0.588372513585391
"AL365475.1",-0.587633278705878,0.587633278705878
"RNF40",-0.586368725751492,0.586368725751492
"ME3",-0.584630275099689,0.584630275099689
"DNAJB1",0.582214521663613,0.582214521663613
"CTBP2",-0.581884239473536,0.581884239473536
"GABBR1",0.581780996996929,0.581780996996929
"ACTA2",0.581413957271407,0.581413957271407
"CCDC65",0.579966553990426,0.579966553990426
"ISY1-RAB43",-0.577335142955679,0.577335142955679
"GPR183",0.573693067080226,0.573693067080226
"PRKCQ-AS1",-0.573557619914094,0.573557619914094
"ARID5A",0.572186744616745,0.572186744616745
"BACH2",-0.571460900460527,0.571460900460527
"SF3A2",0.571343196002762,0.571343196002762
"SHTN1",-0.570839503946012,0.570839503946012
"GVINP1",-0.570606103638976,0.570606103638976
"IQSEC1",0.566880938325475,0.566880938325475
"SATB1-AS1",-0.566483769472539,0.566483769472539
"APEH",-0.565954501134295,0.565954501134295
"AL031283.1",-0.564749871666656,0.564749871666656
"SLC24A4",-0.564499197326569,0.564499197326569
"QTRT1",-0.563259551117513,0.563259551117513
"IRF4",-0.561373367310955,0.561373367310955
"CSF1R",-0.560896958852918,0.560896958852918
"C3orf18",-0.560117150081821,0.560117150081821
"TGFBR3",-0.558968627744789,0.558968627744789
"USP5",-0.557955050421764,0.557955050421764
"GLIPR1",0.557245375563925,0.557245375563925
"SCARNA12",-0.555764897196404,0.555764897196404
"RTEL1",-0.555498254418788,0.555498254418788
"NDST1",-0.555374155890649,0.555374155890649
"PPARGC1B",-0.554601109434816,0.554601109434816
"ACACB",-0.554399612526031,0.554399612526031
"TENM1",0.55302117147002,0.55302117147002
"MRPL23",0.55290507389905,0.55290507389905
"VSIG1",0.552627182913866,0.552627182913866
"ALDH5A1",-0.552169119746744,0.552169119746744
"LMO2",-0.551722806939314,0.551722806939314
"ELL",0.551610157479593,0.551610157479593
"CD68",-0.550855590221906,0.550855590221906
"NCOR2",0.550436494059574,0.550436494059574
"CSF2RA",-0.549974078907381,0.549974078907381
"LRRC25",-0.549718818244566,0.549718818244566
"CD300LB",-0.549174585773039,0.549174585773039
"RASSF4",-0.548962242378385,0.548962242378385
"FES",-0.548592825799478,0.548592825799478
"ACPP",-0.548180023277094,0.548180023277094
"TTC38",-0.548122945319048,0.548122945319048
"BAD",0.548057765973409,0.548057765973409
"TIAF1",0.547853122244649,0.547853122244649
"EPHA1-AS1",-0.547105417732652,0.547105417732652
"CPVL",-0.545577636635091,0.545577636635091
"ZFP36L2",0.545191414698448,0.545191414698448
"PMM1",-0.545044451510283,0.545044451510283
"FAM96B",0.544692409394851,0.544692409394851
"ADGRE2",-0.544487866096516,0.544487866096516
"VAMP2",0.543395316982858,0.543395316982858
"AC011939.1",0.542680620603784,0.542680620603784
"SLC15A3",-0.542337014644028,0.542337014644028
"KCNE3",-0.541913867787899,0.541913867787899
"PPP1R14B",0.541547564552158,0.541547564552158
"TGFBR1",-0.541454264687598,0.541454264687598
"RAB32",-0.541349013602498,0.541349013602498
"PPDPF",0.540565522382494,0.540565522382494
"P2RY10",0.540439113954587,0.540439113954587
"PLXDC2",-0.53968625401412,0.53968625401412
"PCDH1",-0.539675976633991,0.539675976633991
"NUMA1",-0.539477961313263,0.539477961313263
"SETD1A",0.539452954137509,0.539452954137509
"NFIC",0.539176335271038,0.539176335271038
"IFNGR2",-0.538444465289337,0.538444465289337
"PIM1",-0.538334929172782,0.538334929172782
"AL138756.1",-0.538293317500142,0.538293317500142
"RASA4CP",-0.538110366743121,0.538110366743121
"AC093010.2",0.536995890320067,0.536995890320067
"LMF1",0.536753116506725,0.536753116506725
"MLC1",-0.53671424993236,0.53671424993236
"TRABD2A",-0.535862298639509,0.535862298639509
"CD99",0.535764378975413,0.535764378975413
"PTAFR",-0.535598635297826,0.535598635297826
"FOXK1",-0.53534642102456,0.53534642102456
"ZNF28",-0.535137793555621,0.535137793555621
"PAK1",-0.534341581148486,0.534341581148486
"GSTO1",-0.534278879086656,0.534278879086656
"P2RY13",-0.533147764689908,0.533147764689908
"CYFIP2",-0.532666937293184,0.532666937293184
"KDM6B",0.531643249974072,0.531643249974072
"FAM89B",0.531108457962469,0.531108457962469
"C11orf21",-0.531049773117628,0.531049773117628
"RNF138",0.530137396185907,0.530137396185907
"PTP4A1",0.530064349790331,0.530064349790331
"WNT10A",0.529762589840873,0.529762589840873
"GNS",-0.529440542945623,0.529440542945623
"TPPP3",-0.529432675895687,0.529432675895687
"MYOF",-0.528787778661789,0.528787778661789
"SIGLEC7",-0.528601513700752,0.528601513700752
"ADAMTS1",-0.528548754250969,0.528548754250969
"PI4KA",-0.528327539502132,0.528327539502132
"ARHGAP18",0.528185798696052,0.528185798696052
"RPL21P75",0.528107663825624,0.528107663825624
"TXK",-0.527982360132389,0.527982360132389
"MRAS",-0.527536281662616,0.527536281662616
"COTL1",0.527410977969381,0.527410977969381
"AC092821.1",0.527294579107137,0.527294579107137
"BLVRA",0.526829452333477,0.526829452333477
"KAT2A",-0.526780810531108,0.526780810531108
"ASAP1",0.526445540296603,0.526445540296603
"PLEC",-0.52623564070895,0.52623564070895
"FOXP3",0.525813096435369,0.525813096435369
"SPOCK2",-0.525584081590213,0.525584081590213
"SVIP",0.52549406245286,0.52549406245286
"CHST15",-0.524602909817563,0.524602909817563
"ZNF628",0.524000226838853,0.524000226838853
"SCARNA17",-0.522592761390099,0.522592761390099
"PPP2R2B",0.52255834723123,0.52255834723123
"CLMN",-0.522443253964508,0.522443253964508
"EMILIN2",-0.522316376861285,0.522316376861285
"CYB561",0.522006314663384,0.522006314663384
