"Contributeur","Value","Factor20_abs"
"GK",-1,1
"HAVCR2",-0.931262155091421,0.931262155091421
"PARP9",-0.886189225085713,0.886189225085713
"CTSA",-0.880867854438322,0.880867854438322
"FURIN",-0.858949371635467,0.858949371635467
"FCGR2A",-0.854592627885259,0.854592627885259
"UPP1",-0.850811128326137,0.850811128326137
"ENTPD1",-0.839787906569284,0.839787906569284
"MLXIP",-0.838312811972085,0.838312811972085
"FLOT1",-0.821058236526255,0.821058236526255
"NCF4",-0.812899438442104,0.812899438442104
"UBALD2",-0.812279610654929,0.812279610654929
"KYNU",-0.786324720134799,0.786324720134799
"MPP1",-0.767975892433679,0.767975892433679
"GALM",-0.760829417009409,0.760829417009409
"BEST1",-0.760589273548661,0.760589273548661
"ACAP1",-0.757697202256306,0.757697202256306
"QSOX1",-0.756928352351687,0.756928352351687
"JAK3",-0.74056363942843,0.74056363942843
"DGAT2",-0.717431918279426,0.717431918279426
"CSF2RB",-0.716385578914738,0.716385578914738
"CMIP",-0.710318518672384,0.710318518672384
"S100A8",-0.707252527929705,0.707252527929705
"SMARCD3",-0.69574236066233,0.69574236066233
"DSE",-0.694022345790516,0.694022345790516
"PEAK3",-0.687300862048438,0.687300862048438
"IRAK3",-0.669374492870642,0.669374492870642
"GCA",-0.669196303238224,0.669196303238224
"GLUL",-0.667249968715488,0.667249968715488
"PLBD1",-0.663670832361988,0.663670832361988
"DUSP3",-0.661900443816671,0.661900443816671
"WDFY3",-0.659036888655581,0.659036888655581
"MNDA",-0.657163509108262,0.657163509108262
"TLR5",-0.654975511229457,0.654975511229457
"GRINA",-0.649167122695576,0.649167122695576
"IDH1",-0.641471747932454,0.641471747932454
"ARFRP1",-0.640713754422986,0.640713754422986
"FPR2",-0.63679568141286,0.63679568141286
"NAPA",-0.634974991570009,0.634974991570009
"IL18",-0.634018326029271,0.634018326029271
"PHC2",-0.625112318454837,0.625112318454837
"RNF24",-0.623631433780224,0.623631433780224
"TLR2",-0.623519468158229,0.623519468158229
"ASPH",-0.623117853913597,0.623117853913597
"ITPKC",-0.620055699097204,0.620055699097204
"COQ8B",-0.61914716357497,0.61914716357497
"VPS9D1",-0.613414263175375,0.613414263175375
"AF111167.2",-0.609774186257092,0.609774186257092
"SLC9A7P1",-0.607063633891668,0.607063633891668
