"Contributeur","Value","abs_Value"
"BASP1",-1,1
"RPL39",0.961624137354237,0.961624137354237
"RPL21P16",0.923579851326908,0.923579851326908
"C5AR1",-0.905587180415812,0.905587180415812
"CYB5R3",-0.892536806021492,0.892536806021492
"NFE2",-0.877984041275823,0.877984041275823
"RPLP0",0.857649997110462,0.857649997110462
"RPS11",0.84472884692854,0.84472884692854
"MOB3A",-0.834379555153487,0.834379555153487
"IL1RN",-0.828877823718515,0.828877823718515
"PEAK3",-0.815901679101284,0.815901679101284
"MXD1",-0.806501528574143,0.806501528574143
"PDLIM7",-0.798746804772466,0.798746804772466
"S100A11",-0.796154948389121,0.796154948389121
"MYADM",-0.785689566665881,0.785689566665881
"SNRPD2",0.777785790149709,0.777785790149709
"SLC9A1",-0.77743523240106,0.77743523240106
"SCARNA10",0.7540200593262,0.7540200593262
"NACC1",-0.746913236067469,0.746913236067469
"RASGRP4",-0.745608537576791,0.745608537576791
"TOR4A",-0.745571337951058,0.745571337951058
"ZYX",-0.738896589616271,0.738896589616271
"ZNF628",-0.733012947672922,0.733012947672922
"ARID3A",-0.731641730489305,0.731641730489305
"RAC2",-0.715856717549089,0.715856717549089
"RPS18",0.711539273059997,0.711539273059997
"FOSL2",-0.709419868870896,0.709419868870896
"RPL36",0.705085858261461,0.705085858261461
"KIF21B",-0.704730385755882,0.704730385755882
"CSF2RB",-0.704348602353287,0.704348602353287
"AQP9",-0.700126317726833,0.700126317726833
"LRP10",-0.686993663522522,0.686993663522522
"TBC1D10B",-0.68682431625139,0.68682431625139
"AL356488.2",0.683140366983205,0.683140366983205
"CD177",-0.682806121143335,0.682806121143335
"MAST3",-0.681686319197871,0.681686319197871
"RPS10",0.678718907595282,0.678718907595282
"RARA",-0.677811372306904,0.677811372306904
"IFITM2",-0.672362474508935,0.672362474508935
"AL355075.4",0.669392944476635,0.669392944476635
"SPI1",-0.667411153481588,0.667411153481588
"RPL13",0.666435447125096,0.666435447125096
"PML",-0.663885239069877,0.663885239069877
"RACK1",0.661270249434083,0.661270249434083
"ITGA7",-0.658189671316309,0.658189671316309
"FLOT2",-0.656932637494138,0.656932637494138
"GPX4",0.656340875338546,0.656340875338546
"CNOT3",-0.655005417248458,0.655005417248458
"RAB1B",-0.653934127343386,0.653934127343386
"AC067852.2",-0.65115411203307,0.65115411203307
"GTF2E1",-0.650070577604266,0.650070577604266
"AC122718.2",0.648455868109617,0.648455868109617
"CTBP2",-0.645853800895062,0.645853800895062
"MNDA",-0.645464391145506,0.645464391145506
"VDR",-0.643296432547419,0.643296432547419
"EVI2B",-0.642963796714129,0.642963796714129
"RAVER1",-0.63987665146425,0.63987665146425
"RNF44",-0.639382040495225,0.639382040495225
"STK40",-0.637263526046602,0.637263526046602
"FCER1G",-0.635325459440799,0.635325459440799
"HSPA1A",-0.630489253883971,0.630489253883971
"RPS5",0.628637407367424,0.628637407367424
"TLR8",-0.627181283520973,0.627181283520973
"SCARNA12",0.625057430629477,0.625057430629477
"SH3BP5L",-0.623048227153964,0.623048227153964
"GCA",-0.621056776119433,0.621056776119433
"PRRG4",-0.616901560977643,0.616901560977643
"RBM47",-0.615169998900111,0.615169998900111
"PLBD1",-0.614271064436361,0.614271064436361
"FBRSL1",-0.614034181626029,0.614034181626029
"NT5C",0.612601996035316,0.612601996035316
"ZBTB7A",-0.61205578011852,0.61205578011852
"RPS29",0.611152481689565,0.611152481689565
"ENTPD1",0.606903928534689,0.606903928534689
"RPL8",0.604102813664448,0.604102813664448
"AGAP2",-0.603757975676021,0.603757975676021
"WAS",-0.602012262488016,0.602012262488016
"BCL3",-0.60190108729676,0.60190108729676
"RPL10",0.597784427575718,0.597784427575718
"SPN",-0.596407660106257,0.596407660106257
"NFAM1",-0.594410574048694,0.594410574048694
"APOBR",-0.5911899253584,0.5911899253584
"SCRN2",0.590197864724536,0.590197864724536
"DENND1C",-0.589524881973807,0.589524881973807
"ANKRD36C",0.589070648275081,0.589070648275081
"PPP1R9B",-0.589053912680361,0.589053912680361
"ZBTB7B",-0.588786736325155,0.588786736325155
"TESK1",-0.587386920340433,0.587386920340433
"TMUB1",-0.587133810358511,0.587133810358511
"TSC22D4",-0.586639623075428,0.586639623075428
"CYFIP2",-0.583382579762692,0.583382579762692
"RP2",-0.581263683996721,0.581263683996721
"EXOSC5",0.580807247131095,0.580807247131095
"FRAT2",-0.580110114281657,0.580110114281657
"NOTCH1",-0.580030207112941,0.580030207112941
"MID1IP1",-0.576437901114074,0.576437901114074
"FPR2",-0.575862832184608,0.575862832184608
"EPN1",-0.574383447979925,0.574383447979925
"CEBPB",-0.572855128048908,0.572855128048908
"RN7SL674P",-0.572535372268264,0.572535372268264
"RF00100",0.569887674077725,0.569887674077725
"SCARNA1",-0.568978698257142,0.568978698257142
"SH3BGRL3",-0.567671711862376,0.567671711862376
"KLF2",-0.566318797911466,0.566318797911466
"CD81",0.565678269503916,0.565678269503916
"MBOAT7",-0.564782766896299,0.564782766896299
"DDIAS",-0.564540884591847,0.564540884591847
"WBP2",-0.563863792087479,0.563863792087479
"TRPM6",-0.563797993660641,0.563797993660641
"NDUFV1",0.563365452682161,0.563365452682161
"RGS18",-0.562926852994705,0.562926852994705
"ZNF618",0.56173159258292,0.56173159258292
"LTB",-0.560678902490714,0.560678902490714
"SNORA33",-0.558690290151996,0.558690290151996
"ZMAT1",0.558533102667408,0.558533102667408
"AC025279.1",0.557176968703336,0.557176968703336
"RN7SKP71",-0.55716468181101,0.55716468181101
"YES1P1",0.557098459698231,0.557098459698231
"CX3CR1",-0.555594120391547,0.555594120391547
"SRGN",-0.55526080666075,0.55526080666075
"DGAT2",-0.553054292641914,0.553054292641914
"TMEM141",0.551661340369458,0.551661340369458
"FAM110A",-0.551462123239394,0.551462123239394
